source,target,edge_type,weight,relation_strength,relative_queriability
field:cf_af0c9a7d79fe64,field:cf_0a229c157b8d2a,sibling_context,0.3283653846153846,0.5,0.3283653846153846
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,family_to_group,0.14598994325715953,4.0,0.14598994325715953
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,family_to_group,0.2126094699299695,2.0,0.2126094699299695
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,family_to_group,0.15714146362218231,6.0,0.15714146362218231
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,family_to_group,0.29331234695786784,2.0,0.29331234695786784
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,family_to_group,0.19094677623282078,1.0,0.19094677623282078
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,group_to_subgroup,1.0,4.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_79ed78f34fef6f,subgroup_to_field,0.4096387122412846,1.0,0.4096387122412846
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_be52992cb12705,subgroup_to_field,0.07135565606162603,1.0,0.07135565606162603
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_1285e1e2c004f2,subgroup_to_field,0.3067388430571717,1.0,0.3067388430571717
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_80f721f9446bd3,subgroup_to_field,0.2122667886399177,1.0,0.2122667886399177
field:cf_79ed78f34fef6f,field:cf_1285e1e2c004f2,sibling_context,0.6395833333333333,0.5,0.6395833333333333
field:cf_79ed78f34fef6f,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,cartesian,0.05833037736489594,,0.05833037736489594
field:cf_79ed78f34fef6f,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,cartesian,0.10843197417508421,,0.10843197417508421
field:cf_79ed78f34fef6f,field:cf_80f721f9446bd3,cartesian,0.06607435954022242,,0.06607435954022242
field:cf_be52992cb12705,field:cf_80f721f9446bd3,sibling_context,0.26458333333333334,0.5,0.26458333333333334
field:cf_1285e1e2c004f2,field:cf_79ed78f34fef6f,sibling_context,0.6395833333333333,0.5,0.6395833333333333
field:cf_1285e1e2c004f2,field:cf_80f721f9446bd3,sibling_context,0.39375,0.5,0.39375
field:cf_80f721f9446bd3,field:cf_1285e1e2c004f2,sibling_context,0.39375,0.5,0.39375
field:cf_80f721f9446bd3,field:cf_be52992cb12705,sibling_context,0.26458333333333334,0.5,0.26458333333333334
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,group_to_subgroup,1.0,2.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,field:cf_ba8421601b1980,subgroup_to_field,0.5927257336692797,1.0,0.5927257336692797
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,field:cf_ba09c313b94cba,subgroup_to_field,0.4072742663307204,1.0,0.4072742663307204
field:cf_ba8421601b1980,field:cf_ba09c313b94cba,sibling_context,0.6604166666666667,0.5,0.6604166666666667
field:cf_ba8421601b1980,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,cartesian,0.142659032582144,,0.142659032582144
field:cf_ba8421601b1980,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,cartesian,0.26519287608961833,,0.26519287608961833
field:cf_ba09c313b94cba,field:cf_ba8421601b1980,sibling_context,0.6604166666666667,0.5,0.6604166666666667
field:cf_ba09c313b94cba,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,cartesian,0.07933650460594714,,0.07933650460594714
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,group_to_subgroup,0.3192901903733514,4.0,0.3192901903733514
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,group_to_subgroup,0.403044346638045,1.0,0.403044346638045
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,group_to_subgroup,0.27766546298860356,1.0,0.27766546298860356
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_3db72fcc22b158,subgroup_to_field,0.06059171904414682,1.0,0.06059171904414682
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_10f7d6c8e1d5c5,subgroup_to_field,0.20953017650031977,1.0,0.20953017650031977
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_2a67f6f1c22886,subgroup_to_field,0.3420841025872855,1.0,0.3420841025872855
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_22f759c45e42f4,subgroup_to_field,0.3877940018682479,1.0,0.3877940018682479
field:cf_3db72fcc22b158,field:cf_10f7d6c8e1d5c5,sibling_context,0.26458333333333334,0.5,0.26458333333333334
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,field:cf_9449e602105d68,subgroup_to_field,1.0,1.0,1.0
field:cf_9449e602105d68,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,cartesian,0.3381765292587354,,0.3381765292587354
field:cf_9449e602105d68,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,cartesian,0.0804473724428203,,0.0804473724428203
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,field:cf_1d8359b2d21168,subgroup_to_field,1.0,1.0,1.0
field:cf_1d8359b2d21168,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,cartesian,0.22291072632829326,,0.22291072632829326
field:cf_10f7d6c8e1d5c5,field:cf_2a67f6f1c22886,sibling_context,0.49375,0.5,0.49375
field:cf_10f7d6c8e1d5c5,field:cf_3db72fcc22b158,sibling_context,0.26458333333333334,0.5,0.26458333333333334
field:cf_2a67f6f1c22886,field:cf_22f759c45e42f4,sibling_context,0.7760416666666667,0.5,0.7760416666666667
field:cf_2a67f6f1c22886,field:cf_10f7d6c8e1d5c5,sibling_context,0.49375,0.5,0.49375
field:cf_2a67f6f1c22886,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,cartesian,0.05322242175206198,,0.05322242175206198
field:cf_22f759c45e42f4,field:cf_2a67f6f1c22886,sibling_context,0.7760416666666667,0.5,0.7760416666666667
field:cf_22f759c45e42f4,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,cartesian,0.11293525822271844,,0.11293525822271844
field:cf_22f759c45e42f4,field:cf_10f7d6c8e1d5c5,cartesian,0.11666189828619987,,0.11666189828619987
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,group_to_subgroup,1.0,2.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,field:cf_2db2fd852fb674,subgroup_to_field,0.49038040427728075,1.0,0.49038040427728075
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,field:cf_49398dcbba5447,subgroup_to_field,0.5096195957227192,1.0,0.5096195957227192
field:cf_2db2fd852fb674,field:cf_49398dcbba5447,sibling_context,1.019927536231884,0.5,1.019927536231884
field:cf_2db2fd852fb674,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,cartesian,0.12424397381941185,,0.12424397381941185
field:cf_2db2fd852fb674,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,cartesian,0.23096060696332746,,0.23096060696332746
field:cf_49398dcbba5447,field:cf_2db2fd852fb674,sibling_context,1.019927536231884,0.5,1.019927536231884
field:cf_49398dcbba5447,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,cartesian,0.14596739709068926,,0.14596739709068926
field:cf_49398dcbba5447,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,cartesian,0.2713428876472024,,0.2713428876472024
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,group_to_subgroup,1.0,1.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,field:cf_18704e514938d4,subgroup_to_field,1.0,1.0,1.0
field:cf_18704e514938d4,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,cartesian,0.16654664626179735,,0.16654664626179735
field:cf_18704e514938d4,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,cartesian,0.3095982310115184,,0.3095982310115184
family:openEHR-EHR-COMPOSITION.demographic_data.v1,group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,family_to_group,1.0,6.0,1.0
group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,group_to_subgroup,1.0,6.0,1.0
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_7f3b6795a0e812,subgroup_to_field,0.3355144645291731,1.0,0.3355144645291731
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_e7551706658b4a,subgroup_to_field,0.24270628859359977,1.0,0.24270628859359977
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_19e1b0f55ef007,subgroup_to_field,0.06606069762770493,1.0,0.06606069762770493
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_4122372d727029,subgroup_to_field,0.05258123072565548,1.0,0.05258123072565548
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_7ab0248b87b82e,subgroup_to_field,0.16680984071819066,1.0,0.16680984071819066
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_eee397355aecbe,subgroup_to_field,0.13632747780567608,1.0,0.13632747780567608
field:cf_7f3b6795a0e812,field:cf_e7551706658b4a,sibling_context,0.74375,0.5,0.74375
field:cf_7f3b6795a0e812,subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,cartesian,0.06498219742139176,,0.06498219742139176
field:cf_7f3b6795a0e812,field:cf_7ab0248b87b82e,cartesian,0.09349028464006147,,0.09349028464006147
field:cf_7f3b6795a0e812,group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,cartesian,0.07859664974910806,,0.07859664974910806
field:cf_e7551706658b4a,field:cf_7f3b6795a0e812,sibling_context,0.74375,0.5,0.74375
field:cf_e7551706658b4a,field:cf_7ab0248b87b82e,sibling_context,0.39375,0.5,0.39375
field:cf_19e1b0f55ef007,field:cf_eee397355aecbe,sibling_context,0.28920454545454544,0.5,0.28920454545454544
field:cf_19e1b0f55ef007,field:cf_4122372d727029,sibling_context,0.1846590909090909,0.5,0.1846590909090909
field:cf_4122372d727029,field:cf_19e1b0f55ef007,sibling_context,0.1846590909090909,0.5,0.1846590909090909
field:cf_7ab0248b87b82e,field:cf_e7551706658b4a,sibling_context,0.39375,0.5,0.39375
field:cf_7ab0248b87b82e,field:cf_eee397355aecbe,sibling_context,0.39375,0.5,0.39375
field:cf_eee397355aecbe,field:cf_7ab0248b87b82e,sibling_context,0.39375,0.5,0.39375
field:cf_eee397355aecbe,field:cf_19e1b0f55ef007,sibling_context,0.28920454545454544,0.5,0.28920454545454544
