rank,field_id,label,canonical_path,record_family,score,coverage,kind,dv_type,benchmark_relevance,selected_by_aqf_full,selected_by_aqf_topk_no_threshold,selected_by_frequency_only,selected_by_flattened_topk,selected_by_no_operator_awareness,selected_by_no_pruning,selected_by_random_topk_1,selected_by_random_topk_2,selected_by_random_topk_3,selected_by_random_topk_4,selected_by_random_topk_5,selected_by_random_topk_6,selected_by_random_topk_7,selected_by_random_topk_8,selected_by_random_topk_9,selected_by_random_topk_10,selected_by_random_topk_11,selected_by_random_topk_12,selected_by_random_topk_13,selected_by_random_topk_14,selected_by_random_topk_15,selected_by_random_topk_16,selected_by_random_topk_17,selected_by_random_topk_18,selected_by_random_topk_19,selected_by_random_topk_20,selected_by_random_topk_21,selected_by_random_topk_22,selected_by_random_topk_23,selected_by_random_topk_24,selected_by_random_topk_25,selected_by_random_topk_26,selected_by_random_topk_27,selected_by_random_topk_28,selected_by_random_topk_29,selected_by_random_topk_30
13,cf_49533263f29569,reason for discharge,Patient discharge / Components / reason for discharge,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.6595813491550917,1.0,coded,DV_CODED_TEXT,reason for discharge,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True
14,cf_19e1b0f55ef007,race,Demographic data / components / race,openEHR-EHR-COMPOSITION.demographic_data.v1,0.6413995309732736,1.0,null,NULL_FLAVOUR,race,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,True,True,False
15,cf_4122372d727029,ethnic group,Demographic data / components / ethnic group,openEHR-EHR-COMPOSITION.demographic_data.v1,0.6413995309732736,1.0,null,NULL_FLAVOUR,ethnic group,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,True,True,True,False,True,True,True,False,False,True,False
16,cf_7ab0248b87b82e,educational level,Demographic data / components / educational level,openEHR-EHR-COMPOSITION.demographic_data.v1,0.6413995309732736,1.0,coded,DV_CODED_TEXT,educational level,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,True,True,False,True,False,True,False,True,True,True,True,True,False
17,cf_eee397355aecbe,nationality,Demographic data / components / nationality,openEHR-EHR-COMPOSITION.demographic_data.v1,0.6413995309732736,1.0,coded,DV_CODED_TEXT,nationality,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,True,True,False,True
18,cf_4e7e8ca2916a1e,Secondary Diagnosis,Problem/Diagnosis / structure / Secondary Diagnosis,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.6262480158217584,1.0,coded,DV_CODED_TEXT,problem,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True
19,cf_0a229c157b8d2a,Associated causes,Problem/Diagnosis / structure / Associated causes,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.6262480158217584,1.0,coded,DV_CODED_TEXT,problem,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,True
20,cf_8f20b6e7578a41,Baros table,Bariatric surgery evaluation / Components / Baros table,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.5363023975347553,0.7037037037037037,text,DV_TEXT,,True,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,False
21,cf_ac2de786b38da7,Baros score,Bariatric surgery evaluation / Components / Baros score,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.5018716705114357,0.7037037037037037,text,DV_TEXT,,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False
22,cf_72eaea6790449d,date of pathological identification,Problem/Diagnosis / structure / Tumour - TNM Cancer staging / Pathological (pTNM) / date of pathological identification,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.38222190328659966,0.2962962962962963,temporal,DV_DATE,date of pathological identification; problem,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,True
23,cf_8e35971b63e360,topography,Problem/Diagnosis / structure / Tumour - TNM Cancer staging / topography,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.38222190328659966,0.2962962962962963,coded,DV_CODED_TEXT,problem; tumour topography,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True
24,cf_c4703128fab784,Histopathological grading (G),Problem/Diagnosis / structure / Tumour - TNM Cancer staging / Pathological (pTNM) / Histopathological grading (G),openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.3750339746171895,0.2962962962962963,coded,DV_CODED_TEXT,histopathological grading; problem,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True
25,cf_3c63f8bfbf5fd7,Clinical staging,Problem/Diagnosis / structure / Tumour - TNM Cancer staging / Clinical (cTNM) / Clinical staging,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.346282259939549,0.2962962962962963,text,DV_TEXT,clinical staging; problem,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,False,True
26,cf_ed2fd195fdc918,date of beginning of radiotherapy,HCPA / components / radiotherapy / date of beginning of radiotherapy,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.2537995661837662,0.14814814814814814,temporal,DV_DATE,date of beginning of radiotherapy,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,False,True,True,True
27,cf_e5c01940113606,irradiated area 1,Procedure undertaken / Procedure list / irradiated area 1,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.2537995661837662,0.14814814814814814,coded,DV_CODED_TEXT,irradiated area 1; procedure,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,True
28,cf_fc5be63ab59287,irradiated area 2,Procedure undertaken / Procedure list / irradiated area 2,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.2537995661837662,0.14814814814814814,coded,DV_CODED_TEXT,procedure,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,False,False,True
29,cf_c9b3a708f95249,fields/insertions 1,Procedure undertaken / Procedure list / fields/insertions 1,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.2537995661837662,0.14814814814814814,numeric,DV_COUNT,procedure,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,False
30,cf_bbec72e0a270f7,fields/insertions 2,Procedure undertaken / Procedure list / fields/insertions 2,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.2537995661837662,0.14814814814814814,numeric,DV_COUNT,procedure,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,False,True
31,cf_af0c9a7d79fe64,Invaded regional linphonodes,Problem/Diagnosis / structure / Invaded regional linphonodes,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.23846332989839666,0.2962962962962963,boolean,DV_BOOLEAN,invaded regional linphonodes nodes; problem,False,False,True,False,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,True,True,False,False,True,True
32,cf_821e1930333a5c,irradiated area 3,Procedure undertaken / Procedure list / irradiated area 3,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.14433454560763453,0.14814814814814814,null,NULL_FLAVOUR,procedure,False,False,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,False,False
33,cf_ccf42da6435cdd,duration of treatment,HCPA / components / chemotherapy / duration of treatment,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.14433454560763453,0.14814814814814814,numeric,DV_QUANTITY,duration of treatment,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
34,cf_e7f0fa8ccde04c,schema,HCPA / components / chemotherapy / schema,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.14433454560763453,0.14814814814814814,text,DV_TEXT,schema,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,True,False
35,cf_ec7d5ae391fa0a,date of beginning of chemotherapy,HCPA / components / chemotherapy / date of beginning of chemotherapy,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.14433454560763453,0.14814814814814814,temporal,DV_DATE,date of beginning of chemotherapy,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True,True,False,True,True,False,False
