rank,field_id,label,canonical_path,record_family,score,coverage,kind,dv_type,benchmark_relevance,selected_by_aqf_full,selected_by_aqf_topk_no_threshold,selected_by_frequency_only,selected_by_flattened_topk,selected_by_no_operator_awareness,selected_by_no_pruning,selected_by_random_topk_1,selected_by_random_topk_2,selected_by_random_topk_3,selected_by_random_topk_4,selected_by_random_topk_5,selected_by_random_topk_6,selected_by_random_topk_7,selected_by_random_topk_8,selected_by_random_topk_9,selected_by_random_topk_10,selected_by_random_topk_11,selected_by_random_topk_12,selected_by_random_topk_13,selected_by_random_topk_14,selected_by_random_topk_15,selected_by_random_topk_16,selected_by_random_topk_17,selected_by_random_topk_18,selected_by_random_topk_19,selected_by_random_topk_20,selected_by_random_topk_21,selected_by_random_topk_22,selected_by_random_topk_23,selected_by_random_topk_24,selected_by_random_topk_25,selected_by_random_topk_26,selected_by_random_topk_27,selected_by_random_topk_28,selected_by_random_topk_29,selected_by_random_topk_30
11,cf_0b6364bb149692,Procedure,Procedure undertaken / Procedure list / Procedure,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,1.0,1.0,coded,DV_CODED_TEXT,procedure,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True
12,cf_79ed78f34fef6f,date of discharge,Patient discharge / Components / date of discharge,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,temporal,DV_DATE_TIME,date of discharge,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False
13,cf_be52992cb12705,hospital infection,Patient discharge / Components / hospital infection,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,null,NULL_FLAVOUR,hospital infection,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,False,False,True,True
14,cf_1285e1e2c004f2,claim reason,Patient discharge / Components / claim reason,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,coded,DV_CODED_TEXT,claim reason,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,True
15,cf_80f721f9446bd3,death indicator,Patient discharge / Components / death indicator,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,boolean,DV_BOOLEAN,death indicator,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,False,True,True,True,False,True,True
16,cf_ba8421601b1980,Issue date,Authorization for hospital admission / Components / Issue date,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,temporal,DV_DATE,,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,False,True,True,True,True,True,False,False,True,True
17,cf_ba09c313b94cba,ICU - Total,Authorization for hospital admission / Components / ICU - Total,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,numeric,DV_COUNT,icu total,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False
18,cf_3db72fcc22b158,Patient class,Patient admission / Tree / Patient class,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,null,NULL_FLAVOUR,patient class,False,False,True,False,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False
19,cf_9449e602105d68,Universal ID,Patient admission / Tree / Assigned patient location / Facility / Universal ID,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,coded,DV_CODED_TEXT,universal id,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,True,True,False,False,True,False,True,False,True,True
20,cf_1d8359b2d21168,State/province,Patient admission / Tree / Assigned patient location / Address / State/province,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,coded,DV_CODED_TEXT,state; state province,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True
21,cf_10f7d6c8e1d5c5,Admission type,Patient admission / Tree / Admission type,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,coded,DV_CODED_TEXT,admission type,True,True,False,True,True,True,False,False,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,True,True,True,True,True
22,cf_2a67f6f1c22886,Hospital service,Patient admission / Tree / Hospital service,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,text,DV_TEXT,hospital service,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False
23,cf_22f759c45e42f4,Admit date/time,Patient admission / Tree / Admit date/time,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,temporal,DV_DATE_TIME,admit date time,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False
24,cf_2db2fd852fb674,Problem,Problem/Diagnosis / structure / Problem,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,coded,DV_CODED_TEXT,problem,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,True,True,True,True,True,False,True,True
25,cf_49398dcbba5447,Secondary Diagnosis,Problem/Diagnosis / structure / Secondary Diagnosis,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,coded,DV_CODED_TEXT,problem,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True
26,cf_18704e514938d4,Procedure,Procedure undertaken / Procedure list / Procedure,openEHR-EHR-COMPOSITION.hospitalisation.v1,1.0,1.0,coded,DV_CODED_TEXT,procedure,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False
27,cf_7f3b6795a0e812,birth date,Demographic data / components / birth date,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,1.0,temporal,DV_DATE,birth date,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True
28,cf_e7551706658b4a,gender,Demographic data / components / gender,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,1.0,coded,DV_CODED_TEXT,gender,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False
29,cf_19e1b0f55ef007,race,Demographic data / components / race,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,1.0,null,NULL_FLAVOUR,race,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True,True,True
30,cf_4122372d727029,ethnic group,Demographic data / components / ethnic group,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,1.0,null,NULL_FLAVOUR,ethnic group,False,False,True,False,False,True,False,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,True,False,False,True,True,True,True,True,False,True
31,cf_7ab0248b87b82e,educational level,Demographic data / components / educational level,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,1.0,coded,DV_CODED_TEXT,educational level,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,True,True,False
32,cf_eee397355aecbe,nationality,Demographic data / components / nationality,openEHR-EHR-COMPOSITION.demographic_data.v1,1.0,1.0,coded,DV_CODED_TEXT,nationality,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True
33,cf_505d09ec39545c,duration of follow-up (months),Bariatric surgery evaluation / Components / duration of follow-up (months),openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.5576923076923077,0.5576923076923077,numeric,DV_COUNT,duration of follow up months,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,True,False,True
34,cf_ac2de786b38da7,Baros score,Bariatric surgery evaluation / Components / Baros score,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.5576923076923077,0.5576923076923077,text,DV_TEXT,,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,False
35,cf_8f20b6e7578a41,Baros table,Bariatric surgery evaluation / Components / Baros table,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.5576923076923077,0.5576923076923077,text,DV_TEXT,,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,False,False,False
36,cf_c75844f7868470,Body Mass Index,Body mass index / Single / Body Mass Index,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.5576923076923077,0.5576923076923077,numeric,DV_QUANTITY,body mass index,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True
37,cf_af0c9a7d79fe64,Invaded regional linphonodes,Problem/Diagnosis / structure / Invaded regional linphonodes,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.3557692307692308,0.3557692307692308,boolean,DV_BOOLEAN,invaded regional linphonodes nodes; problem,False,False,False,False,False,True,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False
38,cf_3c63f8bfbf5fd7,Clinical staging,Problem/Diagnosis / structure / Tumour - TNM Cancer staging / Clinical (cTNM) / Clinical staging,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.3557692307692308,0.3557692307692308,text,DV_TEXT,clinical staging; problem,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True
39,cf_c4703128fab784,Histopathological grading (G),Problem/Diagnosis / structure / Tumour - TNM Cancer staging / Pathological (pTNM) / Histopathological grading (G),openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.3557692307692308,0.3557692307692308,coded,DV_CODED_TEXT,histopathological grading; problem,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True
40,cf_72eaea6790449d,date of pathological identification,Problem/Diagnosis / structure / Tumour - TNM Cancer staging / Pathological (pTNM) / date of pathological identification,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.3557692307692308,0.3557692307692308,temporal,DV_DATE,date of pathological identification; problem,False,False,False,False,False,True,True,True,False,False,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,True,False
41,cf_8e35971b63e360,topography,Problem/Diagnosis / structure / Tumour - TNM Cancer staging / topography,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.3557692307692308,0.3557692307692308,coded,DV_CODED_TEXT,problem; tumour topography,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False
42,cf_ed2fd195fdc918,date of beginning of radiotherapy,HCPA / components / radiotherapy / date of beginning of radiotherapy,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.22115384615384615,0.22115384615384615,temporal,DV_DATE,date of beginning of radiotherapy,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,True,False,True
43,cf_e5c01940113606,irradiated area 1,Procedure undertaken / Procedure list / irradiated area 1,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.22115384615384615,0.22115384615384615,coded,DV_CODED_TEXT,irradiated area 1; procedure,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True,True,True
44,cf_fc5be63ab59287,irradiated area 2,Procedure undertaken / Procedure list / irradiated area 2,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.22115384615384615,0.22115384615384615,coded,DV_CODED_TEXT,procedure,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,False
45,cf_821e1930333a5c,irradiated area 3,Procedure undertaken / Procedure list / irradiated area 3,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.22115384615384615,0.22115384615384615,null,NULL_FLAVOUR,procedure,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,False
46,cf_c9b3a708f95249,fields/insertions 1,Procedure undertaken / Procedure list / fields/insertions 1,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.22115384615384615,0.22115384615384615,numeric,DV_COUNT,procedure,False,False,False,False,False,True,True,True,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,True
47,cf_bbec72e0a270f7,fields/insertions 2,Procedure undertaken / Procedure list / fields/insertions 2,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.22115384615384615,0.22115384615384615,numeric,DV_COUNT,procedure,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,True,True,False,True,False,False,True,True,False,True,True,False,True,True,True,True,False,False,True
48,cf_ccf42da6435cdd,duration of treatment,HCPA / components / chemotherapy / duration of treatment,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.1346153846153846,0.1346153846153846,numeric,DV_QUANTITY,duration of treatment,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,True
49,cf_e7f0fa8ccde04c,schema,HCPA / components / chemotherapy / schema,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.1346153846153846,0.1346153846153846,text,DV_TEXT,schema,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True
50,cf_ec7d5ae391fa0a,date of beginning of chemotherapy,HCPA / components / chemotherapy / date of beginning of chemotherapy,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.1346153846153846,0.1346153846153846,temporal,DV_DATE,date of beginning of chemotherapy,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True
51,cf_c89fef6e42073d,indicator of transplantation,HCPA / components / transplantation / indicator of transplantation,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.08653846153846154,0.08653846153846154,boolean,DV_BOOLEAN,indicator of transplantation,False,False,False,False,False,True,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
52,cf_d7a40eea03f1d2,number of transplantations,HCPA / components / transplantation / number of transplantations,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.08653846153846154,0.08653846153846154,numeric,DV_COUNT,number of transplantations,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,True
53,cf_cc107606becdfc,Weight,Body weight / Simple / Weight,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.08653846153846154,0.08653846153846154,numeric,DV_QUANTITY,,False,False,False,False,False,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True
54,cf_1b05aa3c7da77f,Height/Length,Height/Length / Simple / Height/Length,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,0.08653846153846154,0.08653846153846154,numeric,DV_QUANTITY,,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False
