field_id,label,canonical_path,record_family,coverage,diversity,local_utility,neighborhood_reinforcement,final_queriability,neighbor_count,kind,dv_type,rank
cf_e5c01940113606,irradiated area 1,Procedure undertaken / Procedure list / irradiated area 1,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,,,,,,,coded,DV_CODED_TEXT,22
cf_fc5be63ab59287,irradiated area 2,Procedure undertaken / Procedure list / irradiated area 2,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,,,,,,,coded,DV_CODED_TEXT,23
cf_821e1930333a5c,irradiated area 3,Procedure undertaken / Procedure list / irradiated area 3,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,,,,,,,null,NULL_FLAVOUR,24
cf_c9b3a708f95249,fields/insertions 1,Procedure undertaken / Procedure list / fields/insertions 1,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,,,,,,,numeric,DV_COUNT,25
cf_bbec72e0a270f7,fields/insertions 2,Procedure undertaken / Procedure list / fields/insertions 2,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,,,,,,,numeric,DV_COUNT,26
cf_ccf42da6435cdd,duration of treatment,HCPA / components / chemotherapy / duration of treatment,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,,,,,,,numeric,DV_QUANTITY,27
cf_e7f0fa8ccde04c,schema,HCPA / components / chemotherapy / schema,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,,,,,,,text,DV_TEXT,28
cf_ec7d5ae391fa0a,date of beginning of chemotherapy,HCPA / components / chemotherapy / date of beginning of chemotherapy,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,,,,,,,temporal,DV_DATE,29
cf_c89fef6e42073d,indicator of transplantation,HCPA / components / transplantation / indicator of transplantation,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,,,,,,,boolean,DV_BOOLEAN,30
cf_d7a40eea03f1d2,number of transplantations,HCPA / components / transplantation / number of transplantations,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,,,,,,,numeric,DV_COUNT,31
cf_cc107606becdfc,Weight,Body weight / Simple / Weight,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,,,,,,,numeric,DV_QUANTITY,32
cf_1b05aa3c7da77f,Height/Length,Height/Length / Simple / Height/Length,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,,,,,,,numeric,DV_QUANTITY,33
cf_79ed78f34fef6f,date of discharge,Patient discharge / Components / date of discharge,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,temporal,DV_DATE_TIME,34
cf_be52992cb12705,hospital infection,Patient discharge / Components / hospital infection,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,null,NULL_FLAVOUR,35
cf_1285e1e2c004f2,claim reason,Patient discharge / Components / claim reason,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,coded,DV_CODED_TEXT,36
cf_80f721f9446bd3,death indicator,Patient discharge / Components / death indicator,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,boolean,DV_BOOLEAN,37
cf_ba8421601b1980,Issue date,Authorization for hospital admission / Components / Issue date,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,temporal,DV_DATE,38
cf_ba09c313b94cba,ICU - Total,Authorization for hospital admission / Components / ICU - Total,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,numeric,DV_COUNT,39
cf_3db72fcc22b158,Patient class,Patient admission / Tree / Patient class,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,null,NULL_FLAVOUR,40
cf_9449e602105d68,Universal ID,Patient admission / Tree / Assigned patient location / Facility / Universal ID,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,coded,DV_CODED_TEXT,41
cf_1d8359b2d21168,State/province,Patient admission / Tree / Assigned patient location / Address / State/province,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,coded,DV_CODED_TEXT,42
cf_10f7d6c8e1d5c5,Admission type,Patient admission / Tree / Admission type,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,coded,DV_CODED_TEXT,43
cf_2a67f6f1c22886,Hospital service,Patient admission / Tree / Hospital service,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,text,DV_TEXT,44
cf_22f759c45e42f4,Admit date/time,Patient admission / Tree / Admit date/time,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,temporal,DV_DATE_TIME,45
cf_2db2fd852fb674,Problem,Problem/Diagnosis / structure / Problem,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,coded,DV_CODED_TEXT,46
cf_49398dcbba5447,Secondary Diagnosis,Problem/Diagnosis / structure / Secondary Diagnosis,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,coded,DV_CODED_TEXT,47
cf_18704e514938d4,Procedure,Procedure undertaken / Procedure list / Procedure,openEHR-EHR-COMPOSITION.hospitalisation.v1,,,,,,,coded,DV_CODED_TEXT,48
cf_7f3b6795a0e812,birth date,Demographic data / components / birth date,openEHR-EHR-COMPOSITION.demographic_data.v1,,,,,,,temporal,DV_DATE,49
cf_e7551706658b4a,gender,Demographic data / components / gender,openEHR-EHR-COMPOSITION.demographic_data.v1,,,,,,,coded,DV_CODED_TEXT,50
cf_19e1b0f55ef007,race,Demographic data / components / race,openEHR-EHR-COMPOSITION.demographic_data.v1,,,,,,,null,NULL_FLAVOUR,51
cf_4122372d727029,ethnic group,Demographic data / components / ethnic group,openEHR-EHR-COMPOSITION.demographic_data.v1,,,,,,,null,NULL_FLAVOUR,52
cf_7ab0248b87b82e,educational level,Demographic data / components / educational level,openEHR-EHR-COMPOSITION.demographic_data.v1,,,,,,,coded,DV_CODED_TEXT,53
cf_eee397355aecbe,nationality,Demographic data / components / nationality,openEHR-EHR-COMPOSITION.demographic_data.v1,,,,,,,coded,DV_CODED_TEXT,54
