source,target,edge_type,weight,relation_strength,relative_queriability
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation::Components,group_to_subgroup,1.0,3.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation::Components,field:cf_505d09ec39545c,subgroup_to_field,0.39069139038855727,1.0,0.39069139038855727
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation::Components,field:cf_ac2de786b38da7,subgroup_to_field,0.33795158417109344,1.0,0.33795158417109344
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation::Components,field:cf_8f20b6e7578a41,subgroup_to_field,0.2713570254403494,1.0,0.2713570254403494
field:cf_505d09ec39545c,field:cf_ac2de786b38da7,sibling_context,0.4655448717948718,0.5,0.4655448717948718
field:cf_505d09ec39545c,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation::Components,cartesian,0.08611734595200111,,0.08611734595200111
field:cf_505d09ec39545c,group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation,cartesian,0.052161479683013955,,0.052161479683013955
field:cf_ac2de786b38da7,field:cf_505d09ec39545c,sibling_context,0.4655448717948718,0.5,0.4655448717948718
field:cf_ac2de786b38da7,field:cf_8f20b6e7578a41,sibling_context,0.37259615384615385,0.5,0.37259615384615385
field:cf_ac2de786b38da7,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation::Components,cartesian,0.05050062968972089,,0.05050062968972089
field:cf_8f20b6e7578a41,field:cf_ac2de786b38da7,sibling_context,0.37259615384615385,0.5,0.37259615384615385
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,group_to_subgroup,0.2266233818119974,4.0,0.2266233818119974
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Clinical_cTNM_,group_to_subgroup,0.29586883274800135,1.0,0.29586883274800135
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,group_to_subgroup,0.25651090797625437,2.0,0.25651090797625437
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging,group_to_subgroup,0.22099687746374694,1.0,0.22099687746374694
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_bd9db9ae67063d,subgroup_to_field,0.2650069732180652,1.0,0.2650069732180652
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_4e7e8ca2916a1e,subgroup_to_field,0.3032988452062888,1.0,0.3032988452062888
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_0a229c157b8d2a,subgroup_to_field,0.2804799600196691,1.0,0.2804799600196691
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_af0c9a7d79fe64,subgroup_to_field,0.1512142215559769,1.0,0.1512142215559769
field:cf_bd9db9ae67063d,field:cf_4e7e8ca2916a1e,sibling_context,0.425,0.5,0.425
field:cf_4e7e8ca2916a1e,field:cf_bd9db9ae67063d,sibling_context,0.425,0.5,0.425
field:cf_4e7e8ca2916a1e,field:cf_0a229c157b8d2a,sibling_context,0.425,0.5,0.425
field:cf_0a229c157b8d2a,field:cf_4e7e8ca2916a1e,sibling_context,0.425,0.5,0.425
field:cf_0a229c157b8d2a,field:cf_af0c9a7d79fe64,sibling_context,0.3283653846153846,0.5,0.3283653846153846
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,group_to_subgroup,1.0,6.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_0b6364bb149692,subgroup_to_field,0.26898762422207545,1.0,0.26898762422207545
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_e5c01940113606,subgroup_to_field,0.11086439195025216,1.0,0.11086439195025216
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_fc5be63ab59287,subgroup_to_field,0.24190240451899914,1.0,0.24190240451899914
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_821e1930333a5c,subgroup_to_field,0.06988319382821065,1.0,0.06988319382821065
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_c9b3a708f95249,subgroup_to_field,0.13547056526571843,1.0,0.13547056526571843
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_bbec72e0a270f7,subgroup_to_field,0.17289182021474425,1.0,0.17289182021474425
field:cf_0b6364bb149692,field:cf_fc5be63ab59287,sibling_context,0.35432692307692304,0.5,0.35432692307692304
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index::Single,group_to_subgroup,1.0,1.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index::Single,field:cf_c75844f7868470,subgroup_to_field,1.0,1.0,1.0
field:cf_c75844f7868470,group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index,cartesian,0.10786202271831821,,0.10786202271831821
field:cf_c75844f7868470,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index::Single,cartesian,0.20050773868134894,,0.20050773868134894
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_radiotherapy,field:cf_ed2fd195fdc918,subgroup_to_field,1.0,1.0,1.0
field:cf_ed2fd195fdc918,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_radiotherapy,cartesian,0.10112320918246043,,0.10112320918246043
field:cf_af0c9a7d79fe64,field:cf_0a229c157b8d2a,sibling_context,0.3283653846153846,0.5,0.3283653846153846
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Clinical_cTNM_,field:cf_3c63f8bfbf5fd7,subgroup_to_field,1.0,1.0,1.0
field:cf_3c63f8bfbf5fd7,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Clinical_cTNM_,cartesian,0.16707312821449988,,0.16707312821449988
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,field:cf_c4703128fab784,subgroup_to_field,0.507353903396945,1.0,0.507353903396945
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,field:cf_72eaea6790449d,subgroup_to_field,0.4926460966030551,1.0,0.4926460966030551
field:cf_c4703128fab784,field:cf_72eaea6790449d,sibling_context,0.28894230769230766,0.5,0.28894230769230766
field:cf_c4703128fab784,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,cartesian,0.07278255683854196,,0.07278255683854196
field:cf_72eaea6790449d,field:cf_c4703128fab784,sibling_context,0.28894230769230766,0.5,0.28894230769230766
field:cf_72eaea6790449d,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,cartesian,0.06937685024721109,,0.06937685024721109
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging,field:cf_8e35971b63e360,subgroup_to_field,1.0,1.0,1.0
field:cf_8e35971b63e360,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging,cartesian,0.12024868570175187,,0.12024868570175187
field:cf_e5c01940113606,field:cf_c9b3a708f95249,sibling_context,0.1766826923076923,0.5,0.1766826923076923
field:cf_e5c01940113606,field:cf_821e1930333a5c,sibling_context,0.13221153846153844,0.5,0.13221153846153844
field:cf_fc5be63ab59287,field:cf_0b6364bb149692,sibling_context,0.35432692307692304,0.5,0.35432692307692304
field:cf_fc5be63ab59287,field:cf_bbec72e0a270f7,sibling_context,0.2752403846153846,0.5,0.2752403846153846
field:cf_821e1930333a5c,field:cf_e5c01940113606,sibling_context,0.13221153846153844,0.5,0.13221153846153844
field:cf_c9b3a708f95249,field:cf_bbec72e0a270f7,sibling_context,0.21394230769230768,0.5,0.21394230769230768
field:cf_c9b3a708f95249,field:cf_e5c01940113606,sibling_context,0.1766826923076923,0.5,0.1766826923076923
field:cf_bbec72e0a270f7,field:cf_fc5be63ab59287,sibling_context,0.2752403846153846,0.5,0.2752403846153846
field:cf_bbec72e0a270f7,field:cf_c9b3a708f95249,sibling_context,0.21394230769230768,0.5,0.21394230769230768
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,family_to_group,0.1459882810192549,4.0,0.1459882810192549
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,family_to_group,0.2126097338120335,2.0,0.2126097338120335
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,family_to_group,0.15714005688490507,6.0,0.15714005688490507
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,family_to_group,0.2933153552493076,2.0,0.2933153552493076
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,family_to_group,0.19094657303449902,1.0,0.19094657303449902
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,group_to_subgroup,1.0,4.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_79ed78f34fef6f,subgroup_to_field,0.409638716318952,1.0,0.409638716318952
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_be52992cb12705,subgroup_to_field,0.07135565413994117,1.0,0.07135565413994117
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_1285e1e2c004f2,subgroup_to_field,0.306738843541037,1.0,0.306738843541037
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_80f721f9446bd3,subgroup_to_field,0.21226678600006985,1.0,0.21226678600006985
field:cf_79ed78f34fef6f,field:cf_1285e1e2c004f2,sibling_context,0.6395833333333333,0.5,0.6395833333333333
field:cf_79ed78f34fef6f,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,cartesian,0.05833037736489594,,0.05833037736489594
field:cf_79ed78f34fef6f,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,cartesian,0.10843197417508421,,0.10843197417508421
field:cf_79ed78f34fef6f,field:cf_80f721f9446bd3,cartesian,0.06607435954022242,,0.06607435954022242
field:cf_be52992cb12705,field:cf_80f721f9446bd3,sibling_context,0.26458333333333334,0.5,0.26458333333333334
field:cf_1285e1e2c004f2,field:cf_79ed78f34fef6f,sibling_context,0.6395833333333333,0.5,0.6395833333333333
field:cf_1285e1e2c004f2,field:cf_80f721f9446bd3,sibling_context,0.39375,0.5,0.39375
field:cf_80f721f9446bd3,field:cf_1285e1e2c004f2,sibling_context,0.39375,0.5,0.39375
field:cf_80f721f9446bd3,field:cf_be52992cb12705,sibling_context,0.26458333333333334,0.5,0.26458333333333334
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,group_to_subgroup,1.0,2.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,field:cf_ba8421601b1980,subgroup_to_field,0.5927257479840219,1.0,0.5927257479840219
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,field:cf_ba09c313b94cba,subgroup_to_field,0.407274252015978,1.0,0.407274252015978
field:cf_ba8421601b1980,field:cf_ba09c313b94cba,sibling_context,0.6604166666666667,0.5,0.6604166666666667
field:cf_ba8421601b1980,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,cartesian,0.142659032582144,,0.142659032582144
field:cf_ba8421601b1980,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,cartesian,0.26519287608961833,,0.26519287608961833
field:cf_ba09c313b94cba,field:cf_ba8421601b1980,sibling_context,0.6604166666666667,0.5,0.6604166666666667
field:cf_ba09c313b94cba,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,cartesian,0.07933650460594714,,0.07933650460594714
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,group_to_subgroup,0.31929015155351037,4.0,0.31929015155351037
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,group_to_subgroup,0.40304438885829413,1.0,0.40304438885829413
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,group_to_subgroup,0.27766545958819544,1.0,0.27766545958819544
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_3db72fcc22b158,subgroup_to_field,0.06059171850700179,1.0,0.06059171850700179
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_10f7d6c8e1d5c5,subgroup_to_field,0.20953017555064432,1.0,0.20953017555064432
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_2a67f6f1c22886,subgroup_to_field,0.34208410307439474,1.0,0.34208410307439474
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_22f759c45e42f4,subgroup_to_field,0.38779400286795923,1.0,0.38779400286795923
field:cf_3db72fcc22b158,field:cf_10f7d6c8e1d5c5,sibling_context,0.26458333333333334,0.5,0.26458333333333334
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,field:cf_9449e602105d68,subgroup_to_field,1.0,1.0,1.0
field:cf_9449e602105d68,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,cartesian,0.3381765292587354,,0.3381765292587354
field:cf_9449e602105d68,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,cartesian,0.0804473724428203,,0.0804473724428203
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,field:cf_1d8359b2d21168,subgroup_to_field,1.0,1.0,1.0
field:cf_1d8359b2d21168,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,cartesian,0.22291072632829326,,0.22291072632829326
field:cf_10f7d6c8e1d5c5,field:cf_2a67f6f1c22886,sibling_context,0.49375,0.5,0.49375
field:cf_10f7d6c8e1d5c5,field:cf_3db72fcc22b158,sibling_context,0.26458333333333334,0.5,0.26458333333333334
field:cf_2a67f6f1c22886,field:cf_22f759c45e42f4,sibling_context,0.7760416666666667,0.5,0.7760416666666667
field:cf_2a67f6f1c22886,field:cf_10f7d6c8e1d5c5,sibling_context,0.49375,0.5,0.49375
field:cf_2a67f6f1c22886,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,cartesian,0.05322242175206198,,0.05322242175206198
field:cf_22f759c45e42f4,field:cf_2a67f6f1c22886,sibling_context,0.7760416666666667,0.5,0.7760416666666667
field:cf_22f759c45e42f4,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,cartesian,0.11293525822271844,,0.11293525822271844
field:cf_22f759c45e42f4,field:cf_10f7d6c8e1d5c5,cartesian,0.11666189828619987,,0.11666189828619987
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,group_to_subgroup,1.0,2.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,field:cf_2db2fd852fb674,subgroup_to_field,0.4903804024542714,1.0,0.4903804024542714
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,field:cf_49398dcbba5447,subgroup_to_field,0.5096195975457286,1.0,0.5096195975457286
field:cf_2db2fd852fb674,field:cf_49398dcbba5447,sibling_context,1.019927536231884,0.5,1.019927536231884
field:cf_2db2fd852fb674,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,cartesian,0.12424397381941185,,0.12424397381941185
field:cf_2db2fd852fb674,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,cartesian,0.23096060696332746,,0.23096060696332746
field:cf_49398dcbba5447,field:cf_2db2fd852fb674,sibling_context,1.019927536231884,0.5,1.019927536231884
field:cf_49398dcbba5447,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,cartesian,0.14596739709068926,,0.14596739709068926
field:cf_49398dcbba5447,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,cartesian,0.2713428876472024,,0.2713428876472024
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,group_to_subgroup,1.0,1.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,field:cf_18704e514938d4,subgroup_to_field,1.0,1.0,1.0
field:cf_18704e514938d4,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,cartesian,0.16654664626179735,,0.16654664626179735
field:cf_18704e514938d4,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,cartesian,0.3095982310115184,,0.3095982310115184
family:openEHR-EHR-COMPOSITION.demographic_data.v1,group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,family_to_group,1.0,6.0,1.0
group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,group_to_subgroup,1.0,6.0,1.0
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_7f3b6795a0e812,subgroup_to_field,0.33551472665144166,1.0,0.33551472665144166
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_e7551706658b4a,subgroup_to_field,0.24270633515962586,1.0,0.24270633515962586
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_19e1b0f55ef007,subgroup_to_field,0.06606063167259603,1.0,0.06606063167259603
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_4122372d727029,subgroup_to_field,0.05258117470742108,1.0,0.05258117470742108
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_7ab0248b87b82e,subgroup_to_field,0.16680975813499985,1.0,0.16680975813499985
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_eee397355aecbe,subgroup_to_field,0.13632737367391556,1.0,0.13632737367391556
field:cf_7f3b6795a0e812,field:cf_e7551706658b4a,sibling_context,0.74375,0.5,0.74375
field:cf_7f3b6795a0e812,subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,cartesian,0.06498219742139176,,0.06498219742139176
