source,target,source_label,target_label,source_type,target_type,distance,source_base_queriability,pairwise_influence
field:cf_ed2fd195fdc918,schema:root,date of beginning of radiotherapy,EHR Schema,field,root,14.585203324368873,0.22115384615384615,2.2226135787541778e-05
field:cf_af0c9a7d79fe64,schema:root,Invaded regional linphonodes,EHR Schema,field,root,16.85112800444753,0.23173076923076924,5.715108070628769e-06
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Clinical_cTNM_,schema:root,structure / Tumour - TNM Cancer staging / Clinical (cTNM),EHR Schema,canonical_subgroup,root,13.61984722878389,0.02,3.4419518866372123e-06
field:cf_3c63f8bfbf5fd7,schema:root,Clinical staging,EHR Schema,field,root,14.61984722878389,0.3653846153846154,3.594110430401738e-05
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,schema:root,structure / Tumour - TNM Cancer staging / Pathological (pTNM),EHR Schema,canonical_subgroup,root,13.33363766917595,0.02,4.110269698107867e-06
field:cf_c4703128fab784,schema:root,Histopathological grading (G),EHR Schema,field,root,15.324555631554109,0.29423076923076924,1.8697246120267017e-05
field:cf_72eaea6790449d,schema:root,date of pathological identification,EHR Schema,field,root,15.342802946188433,0.28365384615384615,1.7822347832579928e-05
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging,schema:root,structure / Tumour - TNM Cancer staging,EHR Schema,canonical_subgroup,root,13.77245247299183,0.02,3.131222389122291e-06
field:cf_8e35971b63e360,schema:root,topography,EHR Schema,field,root,14.77245247299183,0.26298076923076924,2.353283605824095e-05
field:cf_e5c01940113606,schema:root,irradiated area 1,EHR Schema,field,root,17.814885013805913,0.1610576923076923,2.1853375003813056e-06
field:cf_fc5be63ab59287,schema:root,irradiated area 2,EHR Schema,field,root,17.058058392036255,0.31490384615384615,6.831248738959543e-06
field:cf_821e1930333a5c,schema:root,irradiated area 3,EHR Schema,field,root,18.15400715857021,0.10336538461538461,1.1365780589493815e-06
field:cf_c9b3a708f95249,schema:root,fields/insertions 1,EHR Schema,field,root,17.64510605430985,0.1923076923076923,2.899004056479298e-06
field:cf_bbec72e0a270f7,schema:root,fields/insertions 2,EHR Schema,field,root,17.42441438026674,0.23557692307692307,4.072010798397228e-06
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_chemotherapy,schema:root,components / chemotherapy,EHR Schema,canonical_subgroup,root,13.167934126324262,0.02,4.554996867021762e-06
field:cf_ccf42da6435cdd,schema:root,duration of treatment,EHR Schema,field,root,16.186875095433557,0.16538461538461538,6.1573565501667205e-06
field:cf_e7f0fa8ccde04c,schema:root,schema,EHR Schema,field,root,16.112510911528876,0.1923076923076923,7.497549529324783e-06
field:cf_ec7d5ae391fa0a,schema:root,date of beginning of chemotherapy,EHR Schema,field,root,16.20605675773751,0.15865384615384615,5.836935526095915e-06
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_transplantation,schema:root,components / transplantation,EHR Schema,canonical_subgroup,root,13.46331287498406,0.02,3.792744952178282e-06
field:cf_c89fef6e42073d,schema:root,indicator of transplantation,EHR Schema,field,root,15.46331287498406,0.15096153846153845,8.802250779597304e-06
field:cf_d7a40eea03f1d2,schema:root,number of transplantations,EHR Schema,field,root,15.46331287498406,0.15096153846153845,8.802250779597304e-06
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_weight,schema:root,Body weight,EHR Schema,canonical_group,root,12.003381268874733,0.02,9.376884964439437e-06
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_weight::Simple,schema:root,Simple,EHR Schema,canonical_subgroup,root,13.003381268874733,0.02,5.044243108585331e-06
field:cf_cc107606becdfc,schema:root,Weight,EHR Schema,field,root,14.003381268874733,0.11971153846153845,1.7257122650560895e-05
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Height/Length,schema:root,Height/Length,EHR Schema,canonical_group,root,11.912557928307805,0.02,9.920051230725323e-06
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Height/Length::Simple,schema:root,Simple,EHR Schema,canonical_subgroup,root,12.912557928307805,0.02,5.336436380222888e-06
field:cf_1b05aa3c7da77f,schema:root,Height/Length,EHR Schema,field,root,13.912557928307805,0.18221153846153845,2.7788402163964533e-05
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,schema:root,openEHR-EHR-COMPOSITION.hospitalisation.v1,EHR Schema,composition_family,root,2.726999466883342,0.02,0.002950129455980524
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,schema:root,Patient discharge,EHR Schema,canonical_group,root,7.750787231842276,0.02,0.00013095528348416231
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,schema:root,Components,EHR Schema,canonical_subgroup,root,8.750787231842276,0.02,7.044666632393888e-05
field:cf_79ed78f34fef6f,schema:root,date of discharge,EHR Schema,field,root,11.875652400035882,0.8854166666666666,0.00047741694397238234
field:cf_be52992cb12705,schema:root,hospital infection,EHR Schema,field,root,13.908707666359028,0.13541666666666666,2.0701249097343518e-05
field:cf_1285e1e2c004f2,schema:root,claim reason,EHR Schema,field,root,12.729827823240273,0.39375,0.00012501819531326604
field:cf_80f721f9446bd3,schema:root,death indicator,EHR Schema,field,root,13.009862625506344,0.39375,0.0001050921633979421
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,schema:root,Authorization for hospital admission,EHR Schema,canonical_group,root,8.09116515402946,0.02,0.0001060405539865191
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,schema:root,Components,EHR Schema,canonical_subgroup,root,9.09116515402946,0.02,5.704392617650573e-05
field:cf_ba8421601b1980,schema:root,Issue date,EHR Schema,field,root,10.847725044682573,0.9270833333333334,0.0009454776778869628
field:cf_ba09c313b94cba,schema:root,ICU - Total,EHR Schema,field,root,11.412937577276393,0.39375,0.00028285410699022834
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,schema:root,Patient admission,EHR Schema,canonical_group,root,6.898360017501149,0.02,0.00022215176854081006
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,schema:root,Tree,EHR Schema,canonical_subgroup,root,9.287046421863348,0.02,5.052029918963941e-05
field:cf_3db72fcc22b158,schema:root,Patient class,EHR Schema,field,root,14.601228760372774,0.13541666666666666,1.3474930553182363e-05
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,schema:root,Tree / Assigned patient location / Facility,EHR Schema,canonical_subgroup,root,10.213254716613278,0.02,2.8449371727076192e-05
field:cf_9449e602105d68,schema:root,Universal ID,EHR Schema,field,root,11.213254716613278,0.7395833333333334,0.0006013068618908894
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,schema:root,Tree / Assigned patient location / Address,EHR Schema,canonical_subgroup,root,10.473732265273533,0.02,2.420671312981628e-05
field:cf_1d8359b2d21168,schema:root,State/province,EHR Schema,field,root,11.473732265273533,0.4875,0.00033724600036174864
field:cf_10f7d6c8e1d5c5,schema:root,Admission type,EHR Schema,field,root,13.783136840083069,0.39375,6.506636172996368e-05
field:cf_2a67f6f1c22886,schema:root,Hospital service,EHR Schema,field,root,12.915207158619003,0.59375,0.000168050791906959
field:cf_22f759c45e42f4,schema:root,Admit date/time,EHR Schema,field,root,12.473920642227796,0.9583333333333334,0.00035659518965443227
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,schema:root,Problem/Diagnosis,EHR Schema,canonical_group,root,7.6038224260709395,0.02,0.0001434482147228634
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,schema:root,structure,EHR Schema,canonical_subgroup,root,8.60382242607094,0.02,7.716716919305085e-05
field:cf_2db2fd852fb674,schema:root,Problem,EHR Schema,field,root,10.636773348187717,0.9583333333333334,0.0011139110146543005
field:cf_49398dcbba5447,schema:root,Secondary Diagnosis,EHR Schema,field,root,10.5719226315974,1.0815217391304348,0.001308672657525165
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,schema:root,Procedure undertaken,EHR Schema,canonical_group,root,8.61824957729206,0.02,7.647999958377252e-05
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,schema:root,Procedure list,EHR Schema,canonical_subgroup,root,9.61824957729206,0.02,4.114199036333344e-05
field:cf_18704e514938d4,schema:root,Procedure,EHR Schema,field,root,10.61824957729206,0.6770833333333334,0.0007960929647988112
family:openEHR-EHR-COMPOSITION.demographic_data.v1,schema:root,openEHR-EHR-COMPOSITION.demographic_data.v1,EHR Schema,composition_family,root,4.209227632964562,0.02,0.0011768808483447605
group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,schema:root,Demographic data,EHR Schema,canonical_group,root,5.209227632964562,0.02,0.0006330965060787658
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,schema:root,components,EHR Schema,canonical_subgroup,root,6.209227632964562,0.02,0.0003405707439056951
field:cf_7f3b6795a0e812,schema:root,birth date,EHR Schema,field,root,10.50073595815283,1.09375,0.0013831897072768824
field:cf_e7551706658b4a,schema:root,gender,EHR Schema,field,root,11.834768817951677,0.39375,0.00021776050816337117
field:cf_19e1b0f55ef007,schema:root,race,EHR Schema,field,root,13.502353503422924,0.1846590909090909,3.631709440395508e-05
field:cf_4122372d727029,schema:root,ethnic group,EHR Schema,field,root,13.502353503422924,0.1846590909090909,3.631709440395508e-05
field:cf_7ab0248b87b82e,schema:root,educational level,EHR Schema,field,root,12.558631854980408,0.39375,0.0001390176341588661
field:cf_eee397355aecbe,schema:root,nationality,EHR Schema,field,root,12.55863185498041,0.39375,0.000139017634158866
schema:root,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,EHR Schema,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,root,composition_family,2.5270181523158373,0.02,0.003339554676813455
family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,composition_family,composition_family,0.0,0.02,0.02
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,HCPA,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_group,composition_family,6.27202354482738,0.02,0.00032756594822487637
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_General_data,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,components / General data,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_subgroup,composition_family,9.147424586781923,0.02,5.5088487576182674e-05
field:cf_5cd62eaa6e16a8,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,issue date,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,14.002489171903989,0.5096153846153846,7.350470048102833e-05
field:cf_775d9002cb4e7b,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,reason for encounter,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,14.230780474440609,0.425,5.320974861778792e-05
field:cf_b87e8363f020f7,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,healthcare unit,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,14.23078047444061,0.425,5.3209748617787835e-05
field:cf_8b431261fa7dca,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,State,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,14.23078047444061,0.425,5.3209748617787835e-05
field:cf_16800b2d3f5ef6,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,patient age,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,14.052554455890567,0.49038461538461536,6.856914137876326e-05
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Patient discharge,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_group,composition_family,8.560652020483444,0.02,7.926048830333337e-05
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge::Components,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Components,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_subgroup,composition_family,9.560652020483444,0.02,4.2637738803815975e-05
field:cf_469c691048a0ce,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,date of discharge,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,11.541321048801036,0.4168269230769231,0.0002765214465401769
field:cf_49533263f29569,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,reason for discharge,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,11.580364044748727,0.39375,0.00025496514049693257
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Bariatric surgery evaluation,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_group,composition_family,8.008311132169288,0.02,0.0001116301415748729
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation::Components,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Components,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_subgroup,composition_family,9.008311132169288,0.02,6.005081372810888e-05
field:cf_505d09ec39545c,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,duration of follow-up (months),openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,11.761558482678302,0.5584935897435898,0.00032321354378267057
field:cf_ac2de786b38da7,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Baros score,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,12.149051484304627,0.37259615384615385,0.00016957911360422374
field:cf_8f20b6e7578a41,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Baros table,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,12.149051484304627,0.37259615384615385,0.00016957911360422374
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Problem/Diagnosis,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_group,composition_family,6.683982011592737,0.02,0.00025373112771023457
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,structure,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_subgroup,composition_family,9.895370945450232,0.02,3.464709954934869e-05
field:cf_bd9db9ae67063d,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Problem,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,13.77032820572864,0.425,7.079030319923996e-05
field:cf_4e7e8ca2916a1e,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Secondary Diagnosis,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,13.77032820572864,0.425,7.079030319923996e-05
field:cf_0a229c157b8d2a,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Associated causes,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,13.77032820572864,0.425,7.079030319923996e-05
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Procedure undertaken,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_group,composition_family,7.907662089653116,0.02,0.00011881807070079315
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Procedure list,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_subgroup,composition_family,8.907662089653115,0.02,6.391752021922248e-05
field:cf_0b6364bb149692,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Procedure,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,14.208768534396459,0.39375,4.997465856756537e-05
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Body mass index,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_group,composition_family,9.030619157624846,0.02,5.9225969725495205e-05
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index::Single,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Single,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_subgroup,composition_family,10.030619157624846,0.02,3.186028097498077e-05
field:cf_c75844f7868470,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Body Mass Index,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,11.030619157624846,0.43850524475524477,0.0003992645557528622
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_radiotherapy,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,components / radiotherapy,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_subgroup,composition_family,11.058185172053037,0.02,1.684862741700631e-05
field:cf_ed2fd195fdc918,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,date of beginning of radiotherapy,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,12.058185172053037,0.22115384615384615,0.0001064867046704542
field:cf_af0c9a7d79fe64,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Invaded regional linphonodes,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,14.324109852131693,0.23173076923076924,2.7381413984607175e-05
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Clinical_cTNM_,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,structure / Tumour - TNM Cancer staging / Clinical (cTNM),openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_subgroup,composition_family,11.092829076468053,0.02,1.6490590966680434e-05
field:cf_3c63f8bfbf5fd7,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Clinical staging,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,12.092829076468053,0.3653846153846154,0.00017219591368181707
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,structure / Tumour - TNM Cancer staging / Pathological (pTNM),openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_subgroup,composition_family,10.806619516860113,0.02,1.969254033369413e-05
field:cf_c4703128fab784,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Histopathological grading (G),openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,12.797537479238272,0.29423076923076924,8.957958975827332e-05
field:cf_72eaea6790449d,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,date of pathological identification,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,12.815784793872597,0.28365384615384615,8.538790135736632e-05
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,structure / Tumour - TNM Cancer staging,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,canonical_subgroup,composition_family,11.245434320675992,0.02,1.5001867935805393e-05
field:cf_8e35971b63e360,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,topography,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,12.245434320675992,0.26298076923076924,0.00011274718139699071
field:cf_e5c01940113606,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,irradiated area 1,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,15.287866861490077,0.1610576923076923,1.0470078615231488e-05
field:cf_fc5be63ab59287,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,irradiated area 2,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,14.531040239720415,0.31490384615384615,3.272890861234383e-05
field:cf_821e1930333a5c,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,irradiated area 3,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,15.62698900625437,0.10336538461538461,5.445411350636188e-06
field:cf_c9b3a708f95249,family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,fields/insertions 1,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field,composition_family,15.11808790199401,0.1923076923076923,1.388929644593445e-05
