comparison,metric,aqf_value,baseline_value,absolute_delta,relative_delta_percent
aqf_full_vs_random_topk_18,operator_efficiency,0.003877809433364989,0.0027139208173690933,0.0011638886159958959,42.88587229763701
aqf_full_vs_random_topk_18,redundancy_ratio,0.20454545454545456,0.29545454545454547,-0.09090909090909091,-30.76923076923077
aqf_full_vs_random_topk_19,strict_coverage,0.9074074074074074,0.7962962962962963,0.11111111111111116,13.953488372093029
aqf_full_vs_random_topk_19,partial_coverage,0.9074074074074074,0.8692827748383304,0.038124632569077055,4.385757278598726
aqf_full_vs_random_topk_19,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_19,operator_count,234.0,236.0,-2.0,-0.847457627118644
aqf_full_vs_random_topk_19,weighted_operator_burden,214.5,218.5,-4.0,-1.8306636155606408
aqf_full_vs_random_topk_19,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_19,field_efficiency,0.020622895622895623,0.0180976430976431,0.002525252525252524,13.953488372093018
aqf_full_vs_random_topk_19,operator_efficiency,0.003877809433364989,0.00337413684871312,0.0005036725846518692,14.927449811170746
aqf_full_vs_random_topk_19,redundancy_ratio,0.20454545454545456,0.25,-0.04545454545454544,-18.181818181818176
aqf_full_vs_random_topk_2,strict_coverage,0.9074074074074074,0.6851851851851852,0.2222222222222222,32.43243243243243
aqf_full_vs_random_topk_2,partial_coverage,0.9074074074074074,0.8174309229864785,0.08997648442092898,11.007227875867539
aqf_full_vs_random_topk_2,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_2,operator_count,234.0,238.0,-4.0,-1.680672268907563
aqf_full_vs_random_topk_2,weighted_operator_burden,214.5,221.0,-6.5,-2.941176470588235
aqf_full_vs_random_topk_2,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_2,field_efficiency,0.020622895622895623,0.015572390572390573,0.00505050505050505,32.43243243243243
aqf_full_vs_random_topk_2,operator_efficiency,0.003877809433364989,0.002878929349517585,0.000998880083847404,34.69623469623469
aqf_full_vs_random_topk_2,redundancy_ratio,0.20454545454545456,0.25,-0.04545454545454544,-18.181818181818176
aqf_full_vs_random_topk_20,strict_coverage,0.9074074074074074,0.5740740740740741,0.33333333333333337,58.06451612903226
aqf_full_vs_random_topk_20,partial_coverage,0.9074074074074074,0.7562022339800117,0.1512051734273957,19.99533545829123
aqf_full_vs_random_topk_20,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_20,operator_count,234.0,225.0,9.0,4.0
aqf_full_vs_random_topk_20,weighted_operator_burden,214.5,206.25,8.25,4.0
aqf_full_vs_random_topk_20,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_20,field_efficiency,0.020622895622895623,0.013047138047138047,0.007575757575757576,58.06451612903226
aqf_full_vs_random_topk_20,operator_efficiency,0.003877809433364989,0.002551440329218107,0.001326369104146882,51.985111662531025
aqf_full_vs_random_topk_20,redundancy_ratio,0.20454545454545456,0.2727272727272727,-0.06818181818181815,-24.99999999999999
aqf_full_vs_random_topk_21,strict_coverage,0.9074074074074074,0.7222222222222222,0.18518518518518523,25.64102564102565
aqf_full_vs_random_topk_21,partial_coverage,0.9074074074074074,0.8414315108759554,0.06597589653145208,7.8409110757890685
aqf_full_vs_random_topk_21,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_21,operator_count,234.0,231.0,3.0,1.2987012987012987
aqf_full_vs_random_topk_21,weighted_operator_burden,214.5,212.25,2.25,1.0600706713780919
aqf_full_vs_random_topk_21,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_21,field_efficiency,0.020622895622895623,0.016414141414141412,0.00420875420875421,25.641025641025657
aqf_full_vs_random_topk_21,operator_efficiency,0.003877809433364989,0.0031265031265031266,0.0007513063068618625,24.030243261012494
aqf_full_vs_random_topk_21,redundancy_ratio,0.20454545454545456,0.25,-0.04545454545454544,-18.181818181818176
aqf_full_vs_random_topk_22,strict_coverage,0.9074074074074074,0.5740740740740741,0.33333333333333337,58.06451612903226
aqf_full_vs_random_topk_22,partial_coverage,0.9074074074074074,0.7761169900058789,0.13129041740152858,16.91631791239799
aqf_full_vs_random_topk_22,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_22,operator_count,234.0,228.0,6.0,2.631578947368421
aqf_full_vs_random_topk_22,weighted_operator_burden,214.5,208.25,6.25,3.0012004801920766
aqf_full_vs_random_topk_22,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_22,field_efficiency,0.020622895622895623,0.013047138047138047,0.007575757575757576,58.06451612903226
aqf_full_vs_random_topk_22,operator_efficiency,0.003877809433364989,0.0025178687459389212,0.001359940687426068,54.01157981803145
aqf_full_vs_random_topk_22,redundancy_ratio,0.20454545454545456,0.29545454545454547,-0.09090909090909091,-30.76923076923077
aqf_full_vs_random_topk_23,strict_coverage,0.9074074074074074,0.6296296296296297,0.2777777777777778,44.11764705882353
aqf_full_vs_random_topk_23,partial_coverage,0.9074074074074074,0.778453850676073,0.12895355673133446,16.5653438054601
aqf_full_vs_random_topk_23,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_23,operator_count,234.0,237.0,-3.0,-1.2658227848101267
aqf_full_vs_random_topk_23,weighted_operator_burden,214.5,219.25,-4.75,-2.1664766248574687
aqf_full_vs_random_topk_23,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_23,field_efficiency,0.020622895622895623,0.01430976430976431,0.006313131313131312,44.11764705882352
aqf_full_vs_random_topk_23,operator_efficiency,0.003877809433364989,0.002656665103922488,0.001221144329442501,45.965309200603315
aqf_full_vs_random_topk_23,redundancy_ratio,0.20454545454545456,0.29545454545454547,-0.09090909090909091,-30.76923076923077
aqf_full_vs_random_topk_24,strict_coverage,0.9074074074074074,0.7407407407407407,0.16666666666666674,22.50000000000001
aqf_full_vs_random_topk_24,partial_coverage,0.9074074074074074,0.8595532039976485,0.04785420340975899,5.567334655632313
aqf_full_vs_random_topk_24,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_24,operator_count,234.0,228.0,6.0,2.631578947368421
aqf_full_vs_random_topk_24,weighted_operator_burden,214.5,207.75,6.75,3.2490974729241873
aqf_full_vs_random_topk_24,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_24,field_efficiency,0.020622895622895623,0.016835016835016835,0.003787878787878788,22.5
aqf_full_vs_random_topk_24,operator_efficiency,0.003877809433364989,0.003248862897985705,0.0006289465353792843,19.358974358974372
aqf_full_vs_random_topk_24,redundancy_ratio,0.20454545454545456,0.29545454545454547,-0.09090909090909091,-30.76923076923077
aqf_full_vs_random_topk_25,strict_coverage,0.9074074074074074,0.6481481481481481,0.2592592592592593,40.00000000000001
aqf_full_vs_random_topk_25,partial_coverage,0.9074074074074074,0.7969870664315108,0.11042034097589659,13.854721817544775
aqf_full_vs_random_topk_25,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_25,operator_count,234.0,230.0,4.0,1.7391304347826086
aqf_full_vs_random_topk_25,weighted_operator_burden,214.5,210.5,4.0,1.9002375296912115
aqf_full_vs_random_topk_25,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_25,field_efficiency,0.020622895622895623,0.014730639730639731,0.0058922558922558915,39.99999999999999
aqf_full_vs_random_topk_25,operator_efficiency,0.003877809433364989,0.002818035426731079,0.0010597740066339103,37.606837606837615
aqf_full_vs_random_topk_25,redundancy_ratio,0.20454545454545456,0.29545454545454547,-0.09090909090909091,-30.76923076923077
aqf_full_vs_random_topk_26,strict_coverage,0.9074074074074074,0.5555555555555556,0.35185185185185186,63.33333333333333
aqf_full_vs_random_topk_26,partial_coverage,0.9074074074074074,0.7262933568489124,0.18111405055849505,24.93676265252849
aqf_full_vs_random_topk_26,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_26,operator_count,234.0,236.0,-2.0,-0.847457627118644
aqf_full_vs_random_topk_26,weighted_operator_burden,214.5,217.25,-2.75,-1.2658227848101267
aqf_full_vs_random_topk_26,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_26,field_efficiency,0.020622895622895623,0.012626262626262626,0.007996632996632997,63.33333333333333
aqf_full_vs_random_topk_26,operator_efficiency,0.003877809433364989,0.002354048964218456,0.0015237604691465331,64.72934472934472
aqf_full_vs_random_topk_26,redundancy_ratio,0.20454545454545456,0.29545454545454547,-0.09090909090909091,-30.76923076923077
aqf_full_vs_random_topk_27,strict_coverage,0.9074074074074074,0.7037037037037037,0.20370370370370372,28.947368421052634
aqf_full_vs_random_topk_27,partial_coverage,0.9074074074074074,0.8231628453850676,0.08424456202233988,10.234252249678628
aqf_full_vs_random_topk_27,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_27,operator_count,234.0,230.0,4.0,1.7391304347826086
aqf_full_vs_random_topk_27,weighted_operator_burden,214.5,210.0,4.5,2.142857142857143
aqf_full_vs_random_topk_27,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_27,field_efficiency,0.020622895622895623,0.015993265993265993,0.004629629629629629,28.947368421052627
aqf_full_vs_random_topk_27,operator_efficiency,0.003877809433364989,0.003059581320450886,0.0008182281129141033,26.743139901034635
aqf_full_vs_random_topk_27,redundancy_ratio,0.20454545454545456,0.2727272727272727,-0.06818181818181815,-24.99999999999999
aqf_full_vs_random_topk_28,strict_coverage,0.9074074074074074,0.7222222222222222,0.18518518518518523,25.64102564102565
aqf_full_vs_random_topk_28,partial_coverage,0.9074074074074074,0.8368753674309231,0.07053203997648438,8.428021987671444
aqf_full_vs_random_topk_28,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_28,operator_count,234.0,227.0,7.0,3.0837004405286343
aqf_full_vs_random_topk_28,weighted_operator_burden,214.5,208.0,6.5,3.125
aqf_full_vs_random_topk_28,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_28,field_efficiency,0.020622895622895623,0.016414141414141412,0.00420875420875421,25.641025641025657
aqf_full_vs_random_topk_28,operator_efficiency,0.003877809433364989,0.0031815956926089083,0.0006962137407560808,21.88253342099497
aqf_full_vs_random_topk_28,redundancy_ratio,0.20454545454545456,0.2727272727272727,-0.06818181818181815,-24.99999999999999
aqf_full_vs_random_topk_29,strict_coverage,0.9074074074074074,0.7777777777777778,0.12962962962962965,16.666666666666668
aqf_full_vs_random_topk_29,partial_coverage,0.9074074074074074,0.872986478542034,0.0344209288653734,3.9428937001245936
aqf_full_vs_random_topk_29,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_29,operator_count,234.0,234.0,0.0,0.0
aqf_full_vs_random_topk_29,weighted_operator_burden,214.5,216.0,-1.5,-0.6944444444444444
aqf_full_vs_random_topk_29,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_29,field_efficiency,0.020622895622895623,0.017676767676767676,0.0029461279461279466,16.66666666666667
aqf_full_vs_random_topk_29,operator_efficiency,0.003877809433364989,0.0033238366571699905,0.0005539727761949987,16.666666666666675
aqf_full_vs_random_topk_29,redundancy_ratio,0.20454545454545456,0.2727272727272727,-0.06818181818181815,-24.99999999999999
aqf_full_vs_random_topk_3,strict_coverage,0.9074074074074074,0.6851851851851852,0.2222222222222222,32.43243243243243
aqf_full_vs_random_topk_3,partial_coverage,0.9074074074074074,0.8267195767195767,0.0806878306878307,9.76
aqf_full_vs_random_topk_3,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_3,operator_count,234.0,229.0,5.0,2.1834061135371177
aqf_full_vs_random_topk_3,weighted_operator_burden,214.5,208.75,5.75,2.754491017964072
aqf_full_vs_random_topk_3,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_3,field_efficiency,0.020622895622895623,0.015572390572390573,0.00505050505050505,32.43243243243243
aqf_full_vs_random_topk_3,operator_efficiency,0.003877809433364989,0.0029920750444767915,0.0008857343888881977,29.6026796026796
aqf_full_vs_random_topk_3,redundancy_ratio,0.20454545454545456,0.2727272727272727,-0.06818181818181815,-24.99999999999999
aqf_full_vs_random_topk_30,strict_coverage,0.9074074074074074,0.8148148148148148,0.09259259259259267,11.363636363636374
aqf_full_vs_random_topk_30,partial_coverage,0.9074074074074074,0.8823633156966489,0.025044091710758498,2.838297021786942
aqf_full_vs_random_topk_30,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_30,operator_count,234.0,234.0,0.0,0.0
aqf_full_vs_random_topk_30,weighted_operator_burden,214.5,216.0,-1.5,-0.6944444444444444
aqf_full_vs_random_topk_30,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_30,field_efficiency,0.020622895622895623,0.018518518518518517,0.002104377104377105,11.363636363636369
aqf_full_vs_random_topk_30,operator_efficiency,0.003877809433364989,0.003482114593225704,0.0003956948401392852,11.363636363636383
aqf_full_vs_random_topk_30,redundancy_ratio,0.20454545454545456,0.22727272727272727,-0.022727272727272707,-9.999999999999991
aqf_full_vs_random_topk_4,strict_coverage,0.9074074074074074,0.6296296296296297,0.2777777777777778,44.11764705882353
aqf_full_vs_random_topk_4,partial_coverage,0.9074074074074074,0.7645943562610229,0.14281305114638454,18.67827691597948
aqf_full_vs_random_topk_4,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_4,operator_count,234.0,230.0,4.0,1.7391304347826086
aqf_full_vs_random_topk_4,weighted_operator_burden,214.5,210.0,4.5,2.142857142857143
aqf_full_vs_random_topk_4,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_4,field_efficiency,0.020622895622895623,0.01430976430976431,0.006313131313131312,44.11764705882352
aqf_full_vs_random_topk_4,operator_efficiency,0.003877809433364989,0.002737520128824477,0.0011402893045405122,41.65409753645047
aqf_full_vs_random_topk_4,redundancy_ratio,0.20454545454545456,0.2727272727272727,-0.06818181818181815,-24.99999999999999
aqf_full_vs_random_topk_5,strict_coverage,0.9074074074074074,0.7037037037037037,0.20370370370370372,28.947368421052634
aqf_full_vs_random_topk_5,partial_coverage,0.9074074074074074,0.8228835978835979,0.08452380952380956,10.271660504742007
aqf_full_vs_random_topk_5,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_5,operator_count,234.0,231.0,3.0,1.2987012987012987
aqf_full_vs_random_topk_5,weighted_operator_burden,214.5,211.5,3.0,1.4184397163120568
aqf_full_vs_random_topk_5,final_complexity,50.0,50.0,0.0,0.0
