node_id,node_type,label,layer,base_queriability,upward_queriability,normalized_upward_queriability,raw_cartesian_queriability,cartesian_queriability,normalized_cartesian_queriability,queriability,normalized_queriability,field_id,canonical_path,record_family,form_group,nested_subgroup,kind,dv_type,operators,coverage,effective_diversity,local_utility,specificity,aqf_visual_weight,operator_count,weighted_operator_burden,depth
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge::Components,canonical_subgroup,Components,3,0.0,0.8105769230769231,0.036707897076962794,0.22812066789328728,0.14374754706606768,0.14374754706606768,0.14374754706606768,0.14374754706606768,,,,,,,,,,,,,,,,
field:cf_469c691048a0ce,field,date of discharge,4,0.4168269230769231,0.4168269230769231,0.018876480881213964,0.5055224060716332,0.31854897905930696,0.31854897905930696,0.31854897905930696,0.31854897905930696,cf_469c691048a0ce,Patient discharge / Components / date of discharge,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Patient discharge,Components,temporal,DV_DATE_TIME,after;before;between;equals;is_known;is_unknown,1.0,0.3230769230769231,0.3230769230769231,0.375,0.4168269230769231,6.0,6.0,3.0
field:cf_49533263f29569,field,reason for discharge,4,0.39375,0.39375,0.01783141619574883,0.487010021553997,0.30688361840027667,0.30688361840027667,0.30688361840027667,0.30688361840027667,cf_49533263f29569,Patient discharge / Components / reason for discharge,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Patient discharge,Components,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.375,0.39375,6.0,5.5,3.0
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation,canonical_group,Bariatric surgery evaluation,2,0.0,1.3036858974358974,0.05903889733513094,0.12373029697708618,0.07796718663182382,0.07796718663182382,0.07796718663182382,0.07796718663182382,,,,,,,,,,,,,,,,
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation::Components,canonical_subgroup,Components,3,0.0,1.3036858974358974,0.05903889733513094,0.20518923659386823,0.1292975762219198,0.1292975762219198,0.1292975762219198,0.1292975762219198,,,,,,,,,,,,,,,,
field:cf_505d09ec39545c,field,duration of follow-up (months),4,0.5584935897435898,0.5584935897435898,0.02529201686698603,0.6744035103047941,0.4249674141073841,0.4249674141073841,0.4249674141073841,0.4249674141073841,cf_505d09ec39545c,Bariatric surgery evaluation / Components / duration of follow-up (months),openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Bariatric surgery evaluation,Components,numeric,DV_COUNT,<;>;between;equals;is_known;is_unknown,0.5576923076923077,0.8333333333333334,0.46474358974358976,0.375,0.5584935897435898,6.0,6.0,3.0
field:cf_ac2de786b38da7,field,Baros score,4,0.37259615384615385,0.37259615384615385,0.016873440234072456,0.5834502169872933,0.36765426956544656,0.36765426956544656,0.36765426956544656,0.36765426956544656,cf_ac2de786b38da7,Bariatric surgery evaluation / Components / Baros score,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Bariatric surgery evaluation,Components,text,DV_TEXT,contains;equals;is_known;is_unknown,0.5576923076923077,0.5,0.27884615384615385,0.375,0.37259615384615385,4.0,3.25,3.0
field:cf_8f20b6e7578a41,field,Baros table,4,0.37259615384615385,0.37259615384615385,0.016873440234072456,0.46990272069822453,0.29610365463088734,0.29610365463088734,0.29610365463088734,0.29610365463088734,cf_8f20b6e7578a41,Bariatric surgery evaluation / Components / Baros table,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Bariatric surgery evaluation,Components,text,DV_TEXT,contains;equals;is_known;is_unknown,0.5576923076923077,0.5,0.27884615384615385,0.375,0.37259615384615385,4.0,3.25,3.0
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,canonical_group,Problem/Diagnosis,2,0.0,2.7129807692307693,0.12286041708499468,0.06994955653467737,0.044077887650770725,0.044077887650770725,0.044077887650770725,0.044077887650770725,,,,,,,,,,,,,,,,
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,canonical_subgroup,structure,3,0.0,1.5067307692307692,0.06823401508849429,0.13744248881201554,0.0866077625137624,0.0866077625137624,0.0866077625137624,0.0866077625137624,,,,,,,,,,,,,,,,
field:cf_bd9db9ae67063d,field,Problem,4,0.425,0.425,0.019246607957316197,0.5447009266864841,0.34323686152113053,0.34323686152113053,0.34323686152113053,0.34323686152113053,cf_bd9db9ae67063d,Problem/Diagnosis / structure / Problem,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Problem/Diagnosis,structure,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.5,0.425,6.0,5.5,4.0
field:cf_4e7e8ca2916a1e,field,Secondary Diagnosis,4,0.425,0.425,0.019246607957316197,0.6226955021801197,0.39238422293826447,0.39238422293826447,0.39238422293826447,0.39238422293826447,cf_4e7e8ca2916a1e,Problem/Diagnosis / structure / Secondary Diagnosis,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Problem/Diagnosis,structure,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.5,0.425,6.0,5.5,4.0
field:cf_0a229c157b8d2a,field,Associated causes,4,0.425,0.425,0.019246607957316197,0.5762191359578959,0.3630976891809893,0.3630976891809893,0.3630976891809893,0.3630976891809893,cf_0a229c157b8d2a,Problem/Diagnosis / structure / Associated causes,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Problem/Diagnosis,structure,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.5,0.425,6.0,5.5,4.0
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken,canonical_group,Procedure undertaken,2,0.0,1.4009615384615384,0.06344413528011243,0.04658545392153945,0.02935527408377219,0.02935527408377219,0.02935527408377219,0.02935527408377219,,,,,,,,,,,,,,,,
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,canonical_subgroup,Procedure list,3,0.0,1.4009615384615384,0.06344413528011243,0.061761668273074645,0.0389183864791933,0.0389183864791933,0.0389183864791933,0.0389183864791933,,,,,,,,,,,,,,,,
field:cf_0b6364bb149692,field,Procedure,4,0.39375,0.39375,0.01783141619574883,0.45126336698878317,0.2843582858338681,0.2843582858338681,0.2843582858338681,0.2843582858338681,cf_0b6364bb149692,Procedure undertaken / Procedure list / Procedure,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Procedure undertaken,Procedure list,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.375,0.39375,6.0,5.5,3.0
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index,canonical_group,Body mass index,2,0.0,0.43850524475524477,0.01985820831301454,0.13656866545469665,0.08605713303619841,0.08605713303619841,0.08605713303619841,0.08605713303619841,,,,,,,,,,,,,,,,
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index::Single,canonical_subgroup,Single,3,0.0,0.43850524475524477,0.01985820831301454,0.22916813112974666,0.1444075936645344,0.1444075936645344,0.1444075936645344,0.1444075936645344,,,,,,,,,,,,,,,,
field:cf_c75844f7868470,field,Body Mass Index,4,0.43850524475524477,0.43850524475524477,0.01985820831301454,0.4526004405752813,0.2852008269770312,0.2852008269770312,0.2852008269770312,0.2852008269770312,cf_c75844f7868470,Body mass index / Single / Body Mass Index,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Body mass index,Single,numeric,DV_QUANTITY,<;>;between;equals;is_known;is_unknown,0.5576923076923077,0.6181818181818182,0.34475524475524477,0.375,0.43850524475524477,6.0,6.0,3.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_radiotherapy,canonical_subgroup,components / radiotherapy,3,0.0,0.22115384615384615,0.010015203235707523,0.12346198121511213,0.07779811062052187,0.07779811062052187,0.07779811062052187,0.07779811062052187,,,,,,,,,,,,,,,,
field:cf_ed2fd195fdc918,field,date of beginning of radiotherapy,4,0.22115384615384615,0.22115384615384615,0.010015203235707523,0.2316458816181021,0.1459689188975004,0.1459689188975004,0.1459689188975004,0.1459689188975004,cf_ed2fd195fdc918,HCPA / components / radiotherapy / date of beginning of radiotherapy,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,HCPA,components / radiotherapy,temporal,DV_DATE,after;before;between;equals;is_known;is_unknown,0.22115384615384615,0.43478260869565216,0.09615384615384615,0.5,0.22115384615384615,6.0,6.0,4.0
field:cf_af0c9a7d79fe64,field,Invaded regional linphonodes,4,0.23173076923076924,0.23173076923076924,0.010494191216545708,0.31190993220718116,0.19654636326639088,0.19654636326639088,0.19654636326639088,0.19654636326639088,cf_af0c9a7d79fe64,Problem/Diagnosis / structure / Invaded regional linphonodes,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Problem/Diagnosis,structure,boolean,DV_BOOLEAN,equals;is_known;is_unknown,0.3557692307692308,0.3,0.10673076923076923,0.5,0.23173076923076924,3.0,2.0,4.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Clinical_cTNM_,canonical_subgroup,structure / Tumour - TNM Cancer staging / Clinical (cTNM),3,0.0,0.3653846153846154,0.016546857519864604,0.1906392212173265,0.1201290557214896,0.1201290557214896,0.1201290557214896,0.1201290557214896,,,,,,,,,,,,,,,,
field:cf_3c63f8bfbf5fd7,field,Clinical staging,4,0.3653846153846154,0.3653846153846154,0.016546857519864604,0.3766016797203711,0.2373111046040261,0.2373111046040261,0.2373111046040261,0.2373111046040261,cf_3c63f8bfbf5fd7,Problem/Diagnosis / structure / Tumour - TNM Cancer staging / Clinical (cTNM) / Clinical staging,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Problem/Diagnosis,structure / Tumour - TNM Cancer staging / Clinical (cTNM),text,DV_TEXT,contains;equals;is_known;is_unknown,0.3557692307692308,0.5,0.1778846153846154,0.75,0.3653846153846154,4.0,3.25,6.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,canonical_subgroup,structure / Tumour - TNM Cancer staging / Pathological (pTNM),3,0.0,0.5778846153846153,0.0261701614985227,0.16638574877550644,0.10484601625144474,0.10484601625144474,0.10484601625144474,0.10484601625144474,,,,,,,,,,,,,,,,
field:cf_c4703128fab784,field,Histopathological grading (G),4,0.29423076923076924,0.29423076923076924,0.013324574739680444,0.3320299747099018,0.20922477063447764,0.20922477063447764,0.20922477063447764,0.20922477063447764,cf_c4703128fab784,Problem/Diagnosis / structure / Tumour - TNM Cancer staging / Pathological (pTNM) / Histopathological grading (G),openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Problem/Diagnosis,structure / Tumour - TNM Cancer staging / Pathological (pTNM),coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,0.3557692307692308,0.3,0.10673076923076923,0.75,0.29423076923076924,6.0,5.5,6.0
field:cf_72eaea6790449d,field,date of pathological identification,4,0.28365384615384615,0.28365384615384615,0.012845586758842257,0.32255786071922904,0.20325602977349466,0.20325602977349466,0.20325602977349466,0.20325602977349466,cf_72eaea6790449d,Problem/Diagnosis / structure / Tumour - TNM Cancer staging / Pathological (pTNM) / date of pathological identification,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Problem/Diagnosis,structure / Tumour - TNM Cancer staging / Pathological (pTNM),temporal,DV_DATE,after;before;between;equals;is_known;is_unknown,0.3557692307692308,0.2702702702702703,0.09615384615384616,0.75,0.28365384615384615,6.0,6.0,6.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging,canonical_subgroup,structure / Tumour - TNM Cancer staging,3,0.0,0.26298076923076924,0.011909382978113076,0.1437210795837812,0.09056414240168714,0.09056414240168714,0.09056414240168714,0.09056414240168714,,,,,,,,,,,,,,,,
field:cf_8e35971b63e360,field,topography,4,0.26298076923076924,0.26298076923076924,0.011909382978113076,0.27414721188031166,0.1727506306497008,0.1727506306497008,0.1727506306497008,0.1727506306497008,cf_8e35971b63e360,Problem/Diagnosis / structure / Tumour - TNM Cancer staging / topography,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Problem/Diagnosis,structure / Tumour - TNM Cancer staging,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,0.3557692307692308,0.3,0.10673076923076923,0.625,0.26298076923076924,6.0,5.5,5.0
field:cf_e5c01940113606,field,irradiated area 1,4,0.1610576923076923,0.1610576923076923,0.007293680617308739,0.1871407286668074,0.11792452192273147,0.11792452192273147,0.11792452192273147,0.11792452192273147,cf_e5c01940113606,Procedure undertaken / Procedure list / irradiated area 1,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Procedure undertaken,Procedure list,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,0.22115384615384615,0.30434782608695654,0.0673076923076923,0.375,0.1610576923076923,6.0,5.5,3.0
field:cf_fc5be63ab59287,field,irradiated area 2,4,0.31490384615384615,0.31490384615384615,0.014260778520409625,0.4060184212200894,0.2558477171447153,0.2558477171447153,0.2558477171447153,0.2558477171447153,cf_fc5be63ab59287,Procedure undertaken / Procedure list / irradiated area 2,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Procedure undertaken,Procedure list,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,0.22115384615384615,1.0,0.22115384615384615,0.375,0.31490384615384615,6.0,5.5,3.0
field:cf_821e1930333a5c,field,irradiated area 3,4,0.10336538461538461,0.10336538461538461,0.0046810189036459076,0.11835752815642754,0.07458159975775762,0.07458159975775762,0.07458159975775762,0.07458159975775762,cf_821e1930333a5c,Procedure undertaken / Procedure list / irradiated area 3,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Procedure undertaken,Procedure list,null,NULL_FLAVOUR,equals;is_known;is_unknown,0.22115384615384615,0.043478260869565216,0.009615384615384614,0.375,0.10336538461538461,3.0,2.0,3.0
field:cf_c9b3a708f95249,field,fields/insertions 1,4,0.1923076923076923,0.1923076923076923,0.008708872378876105,0.22831567954868626,0.14387043135959435,0.14387043135959435,0.14387043135959435,0.14387043135959435,cf_c9b3a708f95249,Procedure undertaken / Procedure list / fields/insertions 1,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Procedure undertaken,Procedure list,numeric,DV_COUNT,<;>;between;equals;is_known;is_unknown,0.22115384615384615,0.30434782608695654,0.0673076923076923,0.5,0.1923076923076923,6.0,6.0,4.0
field:cf_bbec72e0a270f7,field,fields/insertions 2,4,0.23557692307692307,0.23557692307692307,0.010668368664123231,0.29093220843457557,0.18332749816666127,0.18332749816666127,0.18332749816666127,0.18332749816666127,cf_bbec72e0a270f7,Procedure undertaken / Procedure list / fields/insertions 2,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Procedure undertaken,Procedure list,numeric,DV_COUNT,<;>;between;equals;is_known;is_unknown,0.22115384615384615,0.5,0.11057692307692307,0.5,0.23557692307692307,6.0,6.0,4.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_chemotherapy,canonical_subgroup,components / chemotherapy,3,0.0,0.5163461538461538,0.023383322337282346,0.0915202585547979,0.05767041099607275,0.05767041099607275,0.05767041099607275,0.05767041099607275,,,,,,,,,,,,,,,,
field:cf_ccf42da6435cdd,field,duration of treatment,4,0.16538461538461538,0.16538461538461538,0.007489630245833451,0.1964249455553387,0.12377486164197182,0.12377486164197182,0.12377486164197182,0.12377486164197182,cf_ccf42da6435cdd,HCPA / components / chemotherapy / duration of treatment,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,HCPA,components / chemotherapy,numeric,DV_QUANTITY,<;>;between;equals;is_known;is_unknown,0.1346153846153846,0.3,0.04038461538461538,0.5,0.16538461538461538,6.0,6.0,4.0
field:cf_e7f0fa8ccde04c,field,schema,4,0.1923076923076923,0.1923076923076923,0.008708872378876105,0.21242339471544902,0.13385609559970704,0.13385609559970704,0.13385609559970704,0.13385609559970704,cf_e7f0fa8ccde04c,HCPA / components / chemotherapy / schema,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,HCPA,components / chemotherapy,text,DV_TEXT,contains;equals;is_known;is_unknown,0.1346153846153846,0.5,0.0673076923076923,0.5,0.1923076923076923,4.0,3.25,4.0
field:cf_ec7d5ae391fa0a,field,date of beginning of chemotherapy,4,0.15865384615384615,0.15865384615384615,0.0071848197125727875,0.17936863535561953,0.11302702903280852,0.11302702903280852,0.11302702903280852,0.11302702903280852,cf_ec7d5ae391fa0a,HCPA / components / chemotherapy / date of beginning of chemotherapy,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,HCPA,components / chemotherapy,temporal,DV_DATE,after;before;between;equals;is_known;is_unknown,0.1346153846153846,0.25,0.03365384615384615,0.5,0.15865384615384615,6.0,6.0,4.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_transplantation,canonical_subgroup,components / transplantation,3,0.0,0.3019230769230769,0.013672929634835487,0.09684411725296707,0.06102517773358802,0.06102517773358802,0.06102517773358802,0.06102517773358802,,,,,,,,,,,,,,,,
field:cf_c89fef6e42073d,field,indicator of transplantation,4,0.15096153846153845,0.15096153846153845,0.006836464817417743,0.16869076136716069,0.1062984927370988,0.1062984927370988,0.1062984927370988,0.1062984927370988,cf_c89fef6e42073d,HCPA / components / transplantation / indicator of transplantation,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,HCPA,components / transplantation,boolean,DV_BOOLEAN,equals;is_known;is_unknown,0.08653846153846154,0.3,0.02596153846153846,0.5,0.15096153846153845,3.0,2.0,4.0
field:cf_d7a40eea03f1d2,field,number of transplantations,4,0.15096153846153845,0.15096153846153845,0.006836464817417743,0.16869076136716069,0.1062984927370988,0.1062984927370988,0.1062984927370988,0.1062984927370988,cf_d7a40eea03f1d2,HCPA / components / transplantation / number of transplantations,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,HCPA,components / transplantation,numeric,DV_COUNT,<;>;between;equals;is_known;is_unknown,0.08653846153846154,0.3,0.02596153846153846,0.5,0.15096153846153845,6.0,6.0,4.0
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_weight,canonical_group,Body weight,2,0.0,0.11971153846153845,0.005421273055850376,0.05812980333332415,0.03662980964314526,0.03662980964314526,0.03662980964314526,0.03662980964314526,,,,,,,,,,,,,,,,
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_weight::Simple,canonical_subgroup,Simple,3,0.0,0.11971153846153845,0.005421273055850376,0.083386473431739,0.052545002278835705,0.052545002278835705,0.052545002278835705,0.052545002278835705,,,,,,,,,,,,,,,,
field:cf_cc107606becdfc,field,Weight,4,0.11971153846153845,0.11971153846153845,0.005421273055850376,0.13379964996447535,0.08431227059921197,0.08431227059921197,0.08431227059921197,0.08431227059921197,cf_cc107606becdfc,Body weight / Simple / Weight,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Body weight,Simple,numeric,DV_QUANTITY,<;>;between;equals;is_known;is_unknown,0.08653846153846154,0.3,0.02596153846153846,0.375,0.11971153846153845,6.0,6.0,3.0
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Height/Length,canonical_group,Height/Length,2,0.0,0.18221153846153845,0.008251656578985111,0.07350760554367225,0.046319950249075606,0.046319950249075606,0.046319950249075606,0.046319950249075606,,,,,,,,,,,,,,,,
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Height/Length::Simple,canonical_subgroup,Simple,3,0.0,0.18221153846153845,0.008251656578985111,0.11196705513165015,0.07055471858829977,0.07055471858829977,0.07055471858829977,0.07055471858829977,,,,,,,,,,,,,,,,
field:cf_1b05aa3c7da77f,field,Height/Length,4,0.18221153846153845,0.18221153846153845,0.008251656578985111,0.19630096050821322,0.12369673392754,0.12369673392754,0.12369673392754,0.12369673392754,cf_1b05aa3c7da77f,Height/Length / Simple / Height/Length,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,Height/Length,Simple,numeric,DV_QUANTITY,<;>;between;equals;is_known;is_unknown,0.08653846153846154,0.3,0.02596153846153846,0.625,0.18221153846153845,6.0,6.0,5.0
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,composition_family,openEHR-EHR-COMPOSITION.hospitalisation.v1,1,0.0,9.154438405797102,0.4145691460371188,0.06666495593839697,0.04200813534306699,0.04200813534306699,0.04200813534306699,0.04200813534306699,,,,,,,,,,,,,,,,
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,canonical_group,Patient discharge,2,0.0,1.8083333333333333,0.08189242993603166,0.12015841528918193,0.07571640753412878,0.07571640753412878,0.07571640753412878,0.07571640753412878,,,,,,,,,,,,,,,,
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,canonical_subgroup,Components,3,0.0,1.8083333333333333,0.08189242993603166,0.19538334832448903,0.12311851143772161,0.12311851143772161,0.12311851143772161,0.12311851143772161,,,,,,,,,,,,,,,,
field:cf_79ed78f34fef6f,field,date of discharge,4,0.8854166666666666,0.8854166666666666,0.04009709991107541,1.0616422708459832,0.6689813496738873,0.6689813496738873,0.6689813496738873,0.6689813496738873,cf_79ed78f34fef6f,Patient discharge / Components / date of discharge,openEHR-EHR-COMPOSITION.hospitalisation.v1,Patient discharge,Components,temporal,DV_DATE_TIME,after;before;between;equals;is_known;is_unknown,1.0,0.7916666666666666,0.7916666666666666,0.375,0.8854166666666666,6.0,6.0,3.0
field:cf_be52992cb12705,field,hospital infection,4,0.13541666666666666,0.13541666666666666,0.006132497633458592,0.18624065517623822,0.11735735123344943,0.11735735123344943,0.11735735123344943,0.11735735123344943,cf_be52992cb12705,Patient discharge / Components / hospital infection,openEHR-EHR-COMPOSITION.hospitalisation.v1,Patient discharge,Components,null,NULL_FLAVOUR,equals;is_known;is_unknown,1.0,0.041666666666666664,0.041666666666666664,0.375,0.13541666666666666,3.0,2.0,3.0
field:cf_1285e1e2c004f2,field,claim reason,4,0.39375,0.39375,0.01783141619574883,0.7951793206164484,0.5010728658297086,0.5010728658297086,0.5010728658297086,0.5010728658297086,cf_1285e1e2c004f2,Patient discharge / Components / claim reason,openEHR-EHR-COMPOSITION.hospitalisation.v1,Patient discharge,Components,coded,DV_CODED_TEXT,contains;equals;in;is_known;is_unknown;not_equals,1.0,0.3,0.3,0.375,0.39375,6.0,5.5,3.0
field:cf_80f721f9446bd3,field,death indicator,4,0.39375,0.39375,0.01783141619574883,0.5516117439492793,0.34759163147215205,0.34759163147215205,0.34759163147215205,0.34759163147215205,cf_80f721f9446bd3,Patient discharge / Components / death indicator,openEHR-EHR-COMPOSITION.hospitalisation.v1,Patient discharge,Components,boolean,DV_BOOLEAN,equals;is_known;is_unknown,1.0,0.3,0.3,0.375,0.39375,3.0,2.0,3.0
