source,target,edge_type,weight,relation_strength,relative_queriability
field:cf_5cd62eaa6e16a8,field:cf_16800b2d3f5ef6,sibling_context,0.5,0.5,0.5
field:cf_775d9002cb4e7b,field:cf_16800b2d3f5ef6,sibling_context,0.4576923076923077,0.5,0.4576923076923077
field:cf_775d9002cb4e7b,field:cf_b87e8363f020f7,sibling_context,0.425,0.5,0.425
field:cf_b87e8363f020f7,field:cf_775d9002cb4e7b,sibling_context,0.425,0.5,0.425
field:cf_b87e8363f020f7,field:cf_8b431261fa7dca,sibling_context,0.425,0.5,0.425
field:cf_8b431261fa7dca,field:cf_b87e8363f020f7,sibling_context,0.425,0.5,0.425
field:cf_16800b2d3f5ef6,field:cf_5cd62eaa6e16a8,sibling_context,0.5,0.5,0.5
field:cf_16800b2d3f5ef6,field:cf_775d9002cb4e7b,sibling_context,0.4576923076923077,0.5,0.4576923076923077
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge::Components,group_to_subgroup,1.0,2.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge::Components,field:cf_469c691048a0ce,subgroup_to_field,0.5048799096179202,1.0,0.5048799096179202
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge::Components,field:cf_49533263f29569,subgroup_to_field,0.4951200903820797,1.0,0.4951200903820797
field:cf_469c691048a0ce,field:cf_49533263f29569,sibling_context,0.40528846153846154,0.5,0.40528846153846154
field:cf_49533263f29569,field:cf_469c691048a0ce,sibling_context,0.40528846153846154,0.5,0.40528846153846154
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation::Components,group_to_subgroup,1.0,3.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation::Components,field:cf_505d09ec39545c,subgroup_to_field,0.3632074683791569,1.0,0.3632074683791569
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation::Components,field:cf_ac2de786b38da7,subgroup_to_field,0.3183962658104215,1.0,0.3183962658104215
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Bariatric_surgery_evaluation::Components,field:cf_8f20b6e7578a41,subgroup_to_field,0.3183962658104215,1.0,0.3183962658104215
field:cf_505d09ec39545c,field:cf_ac2de786b38da7,sibling_context,0.4655448717948718,0.5,0.4655448717948718
field:cf_ac2de786b38da7,field:cf_505d09ec39545c,sibling_context,0.4655448717948718,0.5,0.4655448717948718
field:cf_ac2de786b38da7,field:cf_8f20b6e7578a41,sibling_context,0.37259615384615385,0.5,0.37259615384615385
field:cf_8f20b6e7578a41,field:cf_ac2de786b38da7,sibling_context,0.37259615384615385,0.5,0.37259615384615385
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,group_to_subgroup,0.3113917437583022,4.0,0.3113917437583022
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Clinical_cTNM_,group_to_subgroup,0.2268166677784911,1.0,0.2268166677784911
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,group_to_subgroup,0.24256316465426045,2.0,0.24256316465426045
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging,group_to_subgroup,0.21922842380894617,1.0,0.21922842380894617
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_bd9db9ae67063d,subgroup_to_field,0.2580673625102517,1.0,0.2580673625102517
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_4e7e8ca2916a1e,subgroup_to_field,0.2580673625102517,1.0,0.2580673625102517
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_0a229c157b8d2a,subgroup_to_field,0.2580673625102517,1.0,0.2580673625102517
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_af0c9a7d79fe64,subgroup_to_field,0.2257979124692449,1.0,0.2257979124692449
field:cf_bd9db9ae67063d,field:cf_4e7e8ca2916a1e,sibling_context,0.425,0.5,0.425
field:cf_4e7e8ca2916a1e,field:cf_bd9db9ae67063d,sibling_context,0.425,0.5,0.425
field:cf_4e7e8ca2916a1e,field:cf_0a229c157b8d2a,sibling_context,0.425,0.5,0.425
field:cf_0a229c157b8d2a,field:cf_4e7e8ca2916a1e,sibling_context,0.425,0.5,0.425
field:cf_0a229c157b8d2a,field:cf_af0c9a7d79fe64,sibling_context,0.3283653846153846,0.5,0.3283653846153846
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,group_to_subgroup,1.0,6.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_0b6364bb149692,subgroup_to_field,0.18863986422902623,1.0,0.18863986422902623
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_e5c01940113606,subgroup_to_field,0.15673478136848015,1.0,0.15673478136848015
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_fc5be63ab59287,subgroup_to_field,0.17782905102834531,1.0,0.17782905102834531
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_821e1930333a5c,subgroup_to_field,0.1488244302460307,1.0,0.1488244302460307
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_c9b3a708f95249,subgroup_to_field,0.16101955489314027,1.0,0.16101955489314027
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_bbec72e0a270f7,subgroup_to_field,0.16695231823497736,1.0,0.16695231823497736
field:cf_0b6364bb149692,field:cf_fc5be63ab59287,sibling_context,0.35432692307692304,0.5,0.35432692307692304
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index::Single,group_to_subgroup,1.0,1.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index::Single,field:cf_c75844f7868470,subgroup_to_field,1.0,1.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_radiotherapy,field:cf_ed2fd195fdc918,subgroup_to_field,1.0,1.0,1.0
field:cf_af0c9a7d79fe64,field:cf_0a229c157b8d2a,sibling_context,0.3283653846153846,0.5,0.3283653846153846
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Clinical_cTNM_,field:cf_3c63f8bfbf5fd7,subgroup_to_field,1.0,1.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,field:cf_c4703128fab784,subgroup_to_field,0.5022808668647984,1.0,0.5022808668647984
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,field:cf_72eaea6790449d,subgroup_to_field,0.4977191331352015,1.0,0.4977191331352015
field:cf_c4703128fab784,field:cf_72eaea6790449d,sibling_context,0.28894230769230766,0.5,0.28894230769230766
field:cf_72eaea6790449d,field:cf_c4703128fab784,sibling_context,0.28894230769230766,0.5,0.28894230769230766
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging,field:cf_8e35971b63e360,subgroup_to_field,1.0,1.0,1.0
field:cf_e5c01940113606,field:cf_c9b3a708f95249,sibling_context,0.1766826923076923,0.5,0.1766826923076923
field:cf_e5c01940113606,field:cf_821e1930333a5c,sibling_context,0.13221153846153844,0.5,0.13221153846153844
field:cf_fc5be63ab59287,field:cf_0b6364bb149692,sibling_context,0.35432692307692304,0.5,0.35432692307692304
field:cf_fc5be63ab59287,field:cf_bbec72e0a270f7,sibling_context,0.2752403846153846,0.5,0.2752403846153846
field:cf_821e1930333a5c,field:cf_e5c01940113606,sibling_context,0.13221153846153844,0.5,0.13221153846153844
field:cf_c9b3a708f95249,field:cf_bbec72e0a270f7,sibling_context,0.21394230769230768,0.5,0.21394230769230768
field:cf_c9b3a708f95249,field:cf_e5c01940113606,sibling_context,0.1766826923076923,0.5,0.1766826923076923
field:cf_bbec72e0a270f7,field:cf_fc5be63ab59287,sibling_context,0.2752403846153846,0.5,0.2752403846153846
field:cf_bbec72e0a270f7,field:cf_c9b3a708f95249,sibling_context,0.21394230769230768,0.5,0.21394230769230768
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_chemotherapy,field:cf_ccf42da6435cdd,subgroup_to_field,0.33124198526314297,1.0,0.33124198526314297
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_chemotherapy,field:cf_e7f0fa8ccde04c,subgroup_to_field,0.33960737754390447,1.0,0.33960737754390447
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_chemotherapy,field:cf_ec7d5ae391fa0a,subgroup_to_field,0.32915063719295257,1.0,0.32915063719295257
field:cf_ccf42da6435cdd,field:cf_e7f0fa8ccde04c,sibling_context,0.17884615384615382,0.5,0.17884615384615382
field:cf_ccf42da6435cdd,field:cf_ec7d5ae391fa0a,sibling_context,0.16201923076923075,0.5,0.16201923076923075
field:cf_e7f0fa8ccde04c,field:cf_ccf42da6435cdd,sibling_context,0.17884615384615382,0.5,0.17884615384615382
field:cf_ec7d5ae391fa0a,field:cf_ccf42da6435cdd,sibling_context,0.16201923076923075,0.5,0.16201923076923075
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_transplantation,field:cf_c89fef6e42073d,subgroup_to_field,0.5,1.0,0.5
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_transplantation,field:cf_d7a40eea03f1d2,subgroup_to_field,0.5,1.0,0.5
field:cf_c89fef6e42073d,field:cf_d7a40eea03f1d2,sibling_context,0.15096153846153845,0.5,0.15096153846153845
field:cf_d7a40eea03f1d2,field:cf_c89fef6e42073d,sibling_context,0.15096153846153845,0.5,0.15096153846153845
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_weight,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_weight::Simple,group_to_subgroup,1.0,1.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_weight::Simple,field:cf_cc107606becdfc,subgroup_to_field,1.0,1.0,1.0
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Height/Length,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Height/Length::Simple,group_to_subgroup,1.0,1.0,1.0
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Height/Length::Simple,field:cf_1b05aa3c7da77f,subgroup_to_field,1.0,1.0,1.0
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,family_to_group,0.19905299482892752,4.0,0.19905299482892752
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,family_to_group,0.18642228042960157,2.0,0.18642228042960157
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,family_to_group,0.23972993651960703,6.0,0.23972993651960703
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,family_to_group,0.2050515280888081,2.0,0.2050515280888081
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,family_to_group,0.16974326013305568,1.0,0.16974326013305568
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,group_to_subgroup,1.0,4.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_79ed78f34fef6f,subgroup_to_field,0.32001380737270996,1.0,0.32001380737270996
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_be52992cb12705,subgroup_to_field,0.19387658508805405,1.0,0.19387658508805405
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_1285e1e2c004f2,subgroup_to_field,0.2513168632061277,1.0,0.2513168632061277
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_80f721f9446bd3,subgroup_to_field,0.23479274433310823,1.0,0.23479274433310823
field:cf_79ed78f34fef6f,field:cf_1285e1e2c004f2,sibling_context,0.6395833333333333,0.5,0.6395833333333333
field:cf_be52992cb12705,field:cf_80f721f9446bd3,sibling_context,0.26458333333333334,0.5,0.26458333333333334
field:cf_1285e1e2c004f2,field:cf_79ed78f34fef6f,sibling_context,0.6395833333333333,0.5,0.6395833333333333
field:cf_1285e1e2c004f2,field:cf_80f721f9446bd3,sibling_context,0.39375,0.5,0.39375
field:cf_80f721f9446bd3,field:cf_1285e1e2c004f2,sibling_context,0.39375,0.5,0.39375
field:cf_80f721f9446bd3,field:cf_be52992cb12705,sibling_context,0.26458333333333334,0.5,0.26458333333333334
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,group_to_subgroup,1.0,2.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,field:cf_ba8421601b1980,subgroup_to_field,0.5692945656570734,1.0,0.5692945656570734
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,field:cf_ba09c313b94cba,subgroup_to_field,0.43070543434292663,1.0,0.43070543434292663
field:cf_ba8421601b1980,field:cf_ba09c313b94cba,sibling_context,0.6604166666666667,0.5,0.6604166666666667
field:cf_ba09c313b94cba,field:cf_ba8421601b1980,sibling_context,0.6604166666666667,0.5,0.6604166666666667
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,group_to_subgroup,0.41864013550452206,4.0,0.41864013550452206
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,group_to_subgroup,0.30166870768710785,1.0,0.30166870768710785
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,group_to_subgroup,0.27969115680837003,1.0,0.27969115680837003
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_3db72fcc22b158,subgroup_to_field,0.18817570348564475,1.0,0.18817570348564475
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_10f7d6c8e1d5c5,subgroup_to_field,0.22241545586976022,1.0,0.22241545586976022
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_2a67f6f1c22886,subgroup_to_field,0.2756217468177036,1.0,0.2756217468177036
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_22f759c45e42f4,subgroup_to_field,0.31378709382689135,1.0,0.31378709382689135
field:cf_3db72fcc22b158,field:cf_10f7d6c8e1d5c5,sibling_context,0.26458333333333334,0.5,0.26458333333333334
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,field:cf_9449e602105d68,subgroup_to_field,1.0,1.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,field:cf_1d8359b2d21168,subgroup_to_field,1.0,1.0,1.0
field:cf_10f7d6c8e1d5c5,field:cf_2a67f6f1c22886,sibling_context,0.49375,0.5,0.49375
field:cf_10f7d6c8e1d5c5,field:cf_3db72fcc22b158,sibling_context,0.26458333333333334,0.5,0.26458333333333334
field:cf_2a67f6f1c22886,field:cf_22f759c45e42f4,sibling_context,0.7760416666666667,0.5,0.7760416666666667
field:cf_2a67f6f1c22886,field:cf_10f7d6c8e1d5c5,sibling_context,0.49375,0.5,0.49375
field:cf_22f759c45e42f4,field:cf_2a67f6f1c22886,sibling_context,0.7760416666666667,0.5,0.7760416666666667
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,group_to_subgroup,1.0,2.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,field:cf_2db2fd852fb674,subgroup_to_field,0.49189579006598244,1.0,0.49189579006598244
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,field:cf_49398dcbba5447,subgroup_to_field,0.5081042099340176,1.0,0.5081042099340176
field:cf_2db2fd852fb674,field:cf_49398dcbba5447,sibling_context,1.019927536231884,0.5,1.019927536231884
field:cf_49398dcbba5447,field:cf_2db2fd852fb674,sibling_context,1.019927536231884,0.5,1.019927536231884
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,group_to_subgroup,1.0,1.0,1.0
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,field:cf_18704e514938d4,subgroup_to_field,1.0,1.0,1.0
family:openEHR-EHR-COMPOSITION.demographic_data.v1,group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,family_to_group,1.0,6.0,1.0
group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,group_to_subgroup,1.0,6.0,1.0
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_7f3b6795a0e812,subgroup_to_field,0.23301830597197548,1.0,0.23301830597197548
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_e7551706658b4a,subgroup_to_field,0.17776067530510672,1.0,0.17776067530510672
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_19e1b0f55ef007,subgroup_to_field,0.1371154176908716,1.0,0.1371154176908716
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_4122372d727029,subgroup_to_field,0.1371154176908716,1.0,0.1371154176908716
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_7ab0248b87b82e,subgroup_to_field,0.1574950916705873,1.0,0.1574950916705873
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_eee397355aecbe,subgroup_to_field,0.15749509167058728,1.0,0.15749509167058728
field:cf_7f3b6795a0e812,field:cf_e7551706658b4a,sibling_context,0.74375,0.5,0.74375
field:cf_e7551706658b4a,field:cf_7f3b6795a0e812,sibling_context,0.74375,0.5,0.74375
field:cf_e7551706658b4a,field:cf_7ab0248b87b82e,sibling_context,0.39375,0.5,0.39375
field:cf_19e1b0f55ef007,field:cf_eee397355aecbe,sibling_context,0.28920454545454544,0.5,0.28920454545454544
field:cf_19e1b0f55ef007,field:cf_4122372d727029,sibling_context,0.1846590909090909,0.5,0.1846590909090909
field:cf_4122372d727029,field:cf_19e1b0f55ef007,sibling_context,0.1846590909090909,0.5,0.1846590909090909
field:cf_7ab0248b87b82e,field:cf_e7551706658b4a,sibling_context,0.39375,0.5,0.39375
field:cf_7ab0248b87b82e,field:cf_eee397355aecbe,sibling_context,0.39375,0.5,0.39375
field:cf_eee397355aecbe,field:cf_7ab0248b87b82e,sibling_context,0.39375,0.5,0.39375
field:cf_eee397355aecbe,field:cf_19e1b0f55ef007,sibling_context,0.28920454545454544,0.5,0.28920454545454544
